,ds_count,task,ds,date,model_label,value,percent_of_max_sota,gain,ratio,max_sota,percent_of_max_metric,merge
345,1,Visual Question Answering,MSVD-QA - Visual Question Answering benchmarking,2017-04,ST-VQA,0.313,86.7,0.313,100,0.361,0.0,Accuracy
346,1,Visual Question Answering,MSVD-QA - Visual Question Answering benchmarking,2018-03,Co-Mem,0.317,87.81,0.004,0.0833,0.361,0.0,Accuracy
347,1,Visual Question Answering,MSVD-QA - Visual Question Answering benchmarking,2019-04,HMEMA,0.337,93.35,0.02,0.4167,0.361,0.0,Accuracy
348,1,Visual Question Answering,MSVD-QA - Visual Question Answering benchmarking,2020-02,HCRN,0.361,100.0,0.024,0.5,0.361,0.0,Accuracy
349,1,Skeleton Based Action Recognition,Kinetics-Skeleton dataset - Skeleton Based Action Recognition benchmarking,2017-04,Res-TCN,20.3,53.7,20.3,100,37.8,0.2,Accuracy
350,1,Skeleton Based Action Recognition,Kinetics-Skeleton dataset - Skeleton Based Action Recognition benchmarking,2018-01,ST-GCN,30.7,81.22,10.4,0.5943,37.8,0.31,Accuracy
351,1,Skeleton Based Action Recognition,Kinetics-Skeleton dataset - Skeleton Based Action Recognition benchmarking,2018-05,2s-AGCN,36.1,95.5,5.4,0.3086,37.8,0.36,Accuracy
352,1,Skeleton Based Action Recognition,Kinetics-Skeleton dataset - Skeleton Based Action Recognition benchmarking,2018-11,SLnL-rFA,36.6,96.83,0.5,0.0286,37.8,0.37,Accuracy
353,1,Skeleton Based Action Recognition,Kinetics-Skeleton dataset - Skeleton Based Action Recognition benchmarking,2019-06,DGNN,36.9,97.62,0.3,0.0171,37.8,0.37,Accuracy
354,1,Skeleton Based Action Recognition,Kinetics-Skeleton dataset - Skeleton Based Action Recognition benchmarking,2019-11,GCN-NAS,37.1,98.15,0.2,0.0114,37.8,0.37,Accuracy
355,1,Skeleton Based Action Recognition,Kinetics-Skeleton dataset - Skeleton Based Action Recognition benchmarking,2019-12,MS-AAGCN,37.8,100.0,0.7,0.04,37.8,0.38,Accuracy
356,1,Image Clustering,FRGC - Image Clustering benchmarking,2017-04,DEPICT,0.432,100.0,0.432,100,0.432,0.0,Accuracy
357,1,Hand Gesture Recognition,EgoGesture - Hand Gesture Recognition benchmarking,2017-05,I3D,92.78,98.67,92.78,100,94.03,0.93,Accuracy
358,1,Hand Gesture Recognition,EgoGesture - Hand Gesture Recognition benchmarking,2018-12,MTUT,93.87,99.83,1.09,0.872,94.03,0.94,Accuracy
359,1,Hand Gesture Recognition,EgoGesture - Hand Gesture Recognition benchmarking,2019-01,ResNeXt-101,94.03,100.0,0.16,0.128,94.03,0.94,Accuracy
360,1,Fine-Grained Image Classification,NABirds - Fine-Grained Image Classification benchmarking,2017-05,PC-DenseNet-161,82.79,92.81,82.79,100,89.2,0.83,Accuracy
361,1,Fine-Grained Image Classification,NABirds - Fine-Grained Image Classification benchmarking,2018-01,PAIRS,87.9,98.54,5.11,0.7972,89.2,0.88,Accuracy
362,1,Fine-Grained Image Classification,NABirds - Fine-Grained Image Classification benchmarking,2019-06,FixSENet-154,89.2,100.0,1.3,0.2028,89.2,0.89,Accuracy
363,1,Fine-Grained Image Classification,Stanford Dogs - Fine-Grained Image Classification benchmarking,2017-05,PC-DenseNet-161,83.75,92.75,83.75,100,90.3,0.84,Accuracy
364,1,Fine-Grained Image Classification,Stanford Dogs - Fine-Grained Image Classification benchmarking,2019-12,DB,87.7,97.12,3.95,0.6031,90.3,0.88,Accuracy
365,1,Fine-Grained Image Classification,Stanford Dogs - Fine-Grained Image Classification benchmarking,2020-02,API-Net,90.3,100.0,2.6,0.3969,90.3,0.9,Accuracy
366,1,Fine-Grained Image Classification,Oxford 102 Flowers - Fine-Grained Image Classification benchmarking,2017-05,PC Bilinear CNN,93.65,94.0,93.65,100,99.63,0.94,Accuracy
367,1,Fine-Grained Image Classification,Oxford 102 Flowers - Fine-Grained Image Classification benchmarking,2018-05,AutoAugment,95.36,95.71,1.71,0.286,99.63,0.95,Accuracy
368,1,Fine-Grained Image Classification,Oxford 102 Flowers - Fine-Grained Image Classification benchmarking,2019-06,FixInceptionResNet-V2,95.7,96.06,0.34,0.0569,99.63,0.96,Accuracy
369,1,Fine-Grained Image Classification,Oxford 102 Flowers - Fine-Grained Image Classification benchmarking,2019-12,BiT-M (ResNet),99.3,99.67,3.6,0.602,99.63,0.99,Accuracy
370,1,Fine-Grained Image Classification,Oxford 102 Flowers - Fine-Grained Image Classification benchmarking,2019-12,BiT-L (ResNet),99.63,100.0,0.33,0.0552,99.63,1.0,Accuracy
371,1,Domain Adaptation,USPS-to-MNIST - Domain Adaptation benchmarking,2017-05,CDAN,98.0,99.69,98.0,100,98.3,0.98,Accuracy
372,1,Domain Adaptation,USPS-to-MNIST - Domain Adaptation benchmarking,2019-09,3CATN,98.3,100.0,0.3,1.0,98.3,0.98,Accuracy
373,1,Emotion Recognition in Conversation,IEMOCAP - Emotion Recognition in Conversation benchmarking,2017-07,bc-LSTM+Att,56.32,86.31,56.32,100,65.25,0.56,Accuracy
374,1,Emotion Recognition in Conversation,IEMOCAP - Emotion Recognition in Conversation benchmarking,2018-06,CMN,56.56,86.68,0.24,0.0269,65.25,0.57,Accuracy
375,1,Emotion Recognition in Conversation,IEMOCAP - Emotion Recognition in Conversation benchmarking,2018-10,ICON,59.09,90.56,2.53,0.2833,65.25,0.59,Accuracy
376,1,Emotion Recognition in Conversation,IEMOCAP - Emotion Recognition in Conversation benchmarking,2018-11,DialogueRNN,63.4,97.16,4.31,0.4826,65.25,0.63,Accuracy
377,1,Emotion Recognition in Conversation,IEMOCAP - Emotion Recognition in Conversation benchmarking,2019-08,DialogueGCN,65.25,100.0,1.85,0.2072,65.25,0.65,Accuracy
378,1,Emotion Recognition in Conversation,MELD - Emotion Recognition in Conversation benchmarking,2017-07,bc-LSTM+Att,57.5,96.57,57.5,100,59.54,0.58,Accuracy
379,1,Emotion Recognition in Conversation,MELD - Emotion Recognition in Conversation benchmarking,2018-11,DialogueRNN,59.54,100.0,2.04,1.0,59.54,0.6,Accuracy
380,1,Hand Gesture Recognition,SmartWatch - Hand Gesture Recognition benchmarking,2017-07,F-BGRU,97.4,100.0,97.4,100,97.4,0.97,Accuracy
381,1,Hand Gesture Recognition,MGB - Hand Gesture Recognition benchmarking,2017-07,F-BLSTM,98.04,100.0,98.04,100,98.04,0.98,Accuracy
382,1,Hand Gesture Recognition,BUAA - Hand Gesture Recognition benchmarking,2017-07,F-BGRU,99.25,100.0,99.25,100,99.25,0.99,Accuracy
383,1,Visual Question Answering,GQA Test2019 - Visual Question Answering benchmarking,2017-07,BottomUp,49.74,79.32,49.74,100,62.71,0.5,Accuracy
384,1,Visual Question Answering,GQA Test2019 - Visual Question Answering benchmarking,2019-08,"LXR955, Single Model",60.33,96.2,10.59,0.8165,62.71,0.6,Accuracy
385,1,Visual Question Answering,GQA Test2019 - Visual Question Answering benchmarking,2019-08,"LXR955, Ensemble",62.71,100.0,2.38,0.1835,62.71,0.63,Accuracy
386,1,Image-to-Image Translation,COCO-Stuff Labels-to-Photos - Image-to-Image Translation benchmarking,2017-07,CRN,40.4,57.14,40.4,100,70.7,0.4,Accuracy
387,1,Image-to-Image Translation,COCO-Stuff Labels-to-Photos - Image-to-Image Translation benchmarking,2017-11,pix2pixHD,45.8,64.78,5.4,0.1782,70.7,0.46,Accuracy
388,1,Image-to-Image Translation,COCO-Stuff Labels-to-Photos - Image-to-Image Translation benchmarking,2019-03,SPADE,67.9,96.04,22.1,0.7294,70.7,0.68,Accuracy
389,1,Image-to-Image Translation,COCO-Stuff Labels-to-Photos - Image-to-Image Translation benchmarking,2019-10,CC-FPSE,70.7,100.0,2.8,0.0924,70.7,0.71,Accuracy
390,1,Image-to-Image Translation,ADE20K-Outdoor Labels-to-Photos - Image-to-Image Translation benchmarking,2017-07,CRN,68.6,82.75,68.6,100,82.9,0.69,Accuracy
391,1,Image-to-Image Translation,ADE20K-Outdoor Labels-to-Photos - Image-to-Image Translation benchmarking,2017-11,pix2pixHD,71.6,86.37,3.0,0.2098,82.9,0.72,Accuracy
392,1,Image-to-Image Translation,ADE20K-Outdoor Labels-to-Photos - Image-to-Image Translation benchmarking,2018-04,SIMS,74.7,90.11,3.1,0.2168,82.9,0.75,Accuracy
393,1,Image-to-Image Translation,ADE20K-Outdoor Labels-to-Photos - Image-to-Image Translation benchmarking,2019-03,SPADE,82.9,100.0,8.2,0.5734,82.9,0.83,Accuracy
394,1,Image-to-Image Translation,ADE20K Labels-to-Photos - Image-to-Image Translation benchmarking,2017-07,CRN,68.8,82.99,68.8,100,82.9,0.69,Accuracy
395,1,Image-to-Image Translation,ADE20K Labels-to-Photos - Image-to-Image Translation benchmarking,2017-11,pix2pixHD,69.2,83.47,0.4,0.0284,82.9,0.69,Accuracy
396,1,Image-to-Image Translation,ADE20K Labels-to-Photos - Image-to-Image Translation benchmarking,2019-03,SPADE,79.9,96.38,10.7,0.7589,82.9,0.8,Accuracy
397,1,Image-to-Image Translation,ADE20K Labels-to-Photos - Image-to-Image Translation benchmarking,2019-10,CC-FPSE,82.9,100.0,3.0,0.2128,82.9,0.83,Accuracy
398,1,Lane Detection,TuSimple - Lane Detection benchmarking,2017-08,Discriminative loss function,96.4,99.75,96.4,100,96.64,0.96,Accuracy
399,1,Lane Detection,TuSimple - Lane Detection benchmarking,2017-12,Spatial CNN,96.53,99.89,0.13,0.5417,96.64,0.97,Accuracy
400,1,Lane Detection,TuSimple - Lane Detection benchmarking,2019-08,ENet-SAD,96.64,100.0,0.11,0.4583,96.64,0.97,Accuracy
401,1,Semi-Supervised Image Classification,STL-10 - Semi-Supervised Image Classification benchmarking,2017-08,CutOut,87.26,98.27,87.26,100,88.8,0.87,Accuracy
402,1,Semi-Supervised Image Classification,STL-10 - Semi-Supervised Image Classification benchmarking,2018-07,IIC,88.8,100.0,1.54,1.0,88.8,0.89,Accuracy
403,1,Face Identification,IJB-B - Face Identification benchmarking,2017-08,FPN,91.1,100.0,91.1,100,91.1,0.91,Accuracy
404,1,Face Identification,IJB-A - Face Identification benchmarking,2017-08,FPN,91.4,96.62,91.4,100,94.6,0.91,Accuracy
405,1,Face Identification,IJB-A - Face Identification benchmarking,2018-03,Deep Residual Equivariant Mapping,94.6,100.0,3.2,1.0,94.6,0.95,Accuracy
406,1,Video Story QA,MovieQA - Video Story QA benchmarking,2017-09,RWMN,36.25,85.23,36.25,100,42.53,0.36,Accuracy
407,1,Video Story QA,MovieQA - Video Story QA benchmarking,2019-04,PAMN,42.53,100.0,6.28,1.0,42.53,0.43,Accuracy
408,1,Pedestrian Attribute Recognition,RAP - Pedestrian Attribute Recognition benchmarking,2017-09,HP-net,65.39,95.92,65.39,100,68.17,0.65,Accuracy
409,1,Pedestrian Attribute Recognition,RAP - Pedestrian Attribute Recognition benchmarking,2019-10,Attribute-Specific Localization,68.17,100.0,2.78,1.0,68.17,0.68,Accuracy
410,1,Pedestrian Attribute Recognition,PETA - Pedestrian Attribute Recognition benchmarking,2017-09,HP-net,76.13,95.74,76.13,100,79.52,0.76,Accuracy
411,1,Pedestrian Attribute Recognition,PETA - Pedestrian Attribute Recognition benchmarking,2019-10,Attribute-Specific Localization,79.52,100.0,3.39,1.0,79.52,0.8,Accuracy
412,1,Pedestrian Attribute Recognition,PA-100K - Pedestrian Attribute Recognition benchmarking,2017-09,HP-net,72.19,93.66,72.19,100,77.08,0.72,Accuracy
413,1,Pedestrian Attribute Recognition,PA-100K - Pedestrian Attribute Recognition benchmarking,2019-10,Attribute-Specific Localization,77.08,100.0,4.89,1.0,77.08,0.77,Accuracy
414,1,Facial Expression Recognition,SFEW - Facial Expression Recognition benchmarking,2017-10,Island Loss,52.52,93.12,52.52,100,56.4,0.53,Accuracy
415,1,Facial Expression Recognition,SFEW - Facial Expression Recognition benchmarking,2019-05,RAN (VGG16+ResNet18),56.4,100.0,3.88,1.0,56.4,0.56,Accuracy
416,1,Image Classification,EMNIST-Balanced - Image Classification benchmarking,2017-10,TextCaps,90.46,100.0,90.46,100,90.46,0.9,Accuracy
417,1,Few-Shot Image Classification,CUB 200 5-way 5-shot - Few-Shot Image Classification benchmarking,2017-11,Relation Net,65.32,71.9,65.32,100,90.85,0.65,Accuracy
418,1,Few-Shot Image Classification,CUB 200 5-way 5-shot - Few-Shot Image Classification benchmarking,2019-03,DN4-DA (k=1),81.9,90.15,16.58,0.6494,90.85,0.82,Accuracy
419,1,Few-Shot Image Classification,CUB 200 5-way 5-shot - Few-Shot Image Classification benchmarking,2019-05,High-End MAML++,83.8,92.24,1.9,0.0744,90.85,0.84,Accuracy
420,1,Few-Shot Image Classification,CUB 200 5-way 5-shot - Few-Shot Image Classification benchmarking,2019-05,Self-Critique and Adapt + High-End MAML++,85.63,94.25,1.83,0.0717,90.85,0.86,Accuracy
421,1,Few-Shot Image Classification,CUB 200 5-way 5-shot - Few-Shot Image Classification benchmarking,2019-07,S2M2R,90.85,100.0,5.22,0.2045,90.85,0.91,Accuracy
422,1,Few-Shot Image Classification,CUB 200 5-way 1-shot - Few-Shot Image Classification benchmarking,2017-11,Relation Net,50.44,62.52,50.44,100,80.68,0.5,Accuracy
423,1,Few-Shot Image Classification,CUB 200 5-way 1-shot - Few-Shot Image Classification benchmarking,2018-06,Delta-encoder,69.8,86.51,19.36,0.6402,80.68,0.7,Accuracy
424,1,Few-Shot Image Classification,CUB 200 5-way 1-shot - Few-Shot Image Classification benchmarking,2019-05,Self-Critique and Adapt + High-End MAML++,70.46,87.33,0.66,0.0218,80.68,0.7,Accuracy
425,1,Few-Shot Image Classification,CUB 200 5-way 1-shot - Few-Shot Image Classification benchmarking,2019-07,S2M2R,80.68,100.0,10.22,0.338,80.68,0.81,Accuracy
426,1,Image Classification,Clothing1M - Image Classification benchmarking,2017-11,"CLeanNet, w_{soft}",74.69,100.0,74.69,100,74.69,0.75,Accuracy
427,1,Image Classification,Food-101N - Image Classification benchmarking,2017-11,CleanNet,90.39,100.0,90.39,100,90.39,0.9,Accuracy
428,1,Gesture Recognition,Chalearn 2014 - Gesture Recognition benchmarking,2017-12,3D-CNN + LSTM,93.2,100.0,93.2,100,93.2,0.93,Accuracy
429,1,Action Recognition,IRD - Action Recognition benchmarking,2018-01,ST-GCN,74.03,92.41,74.03,100,80.11,0.74,Accuracy
430,1,Action Recognition,IRD - Action Recognition benchmarking,2019-01,OHA-GCN (Two stream; HP + OHP-hands + informative samples),80.11,100.0,6.08,1.0,80.11,0.8,Accuracy
431,1,Action Recognition,ICVL-4 - Action Recognition benchmarking,2018-01,ST-GCN,80.23,87.34,80.23,100,91.86,0.8,Accuracy
432,1,Action Recognition,ICVL-4 - Action Recognition benchmarking,2019-01,OHA-GCN (Two stream; HP + OHP-hands + informative samples),91.86,100.0,11.63,1.0,91.86,0.92,Accuracy
433,1,Unsupervised Image Classification,MNIST - Unsupervised Image Classification benchmarking,2018-02,ACOL + GAR + k-means,98.32,100.0,98.32,100,98.32,0.98,Accuracy
434,1,Skeleton Based Action Recognition,N-UCLA - Skeleton Based Action Recognition benchmarking,2018-02,Glimpse Clouds,87.6,94.7,87.6,100,92.5,0.88,Accuracy
435,1,Skeleton Based Action Recognition,N-UCLA - Skeleton Based Action Recognition benchmarking,2018-04,VA-fusion (aug.),88.1,95.24,0.5,0.102,92.5,0.88,Accuracy
436,1,Skeleton Based Action Recognition,N-UCLA - Skeleton Based Action Recognition benchmarking,2018-12,Action Machine,92.3,99.78,4.2,0.8571,92.5,0.92,Accuracy
437,1,Skeleton Based Action Recognition,N-UCLA - Skeleton Based Action Recognition benchmarking,2019-04,SGN,92.5,100.0,0.2,0.0408,92.5,0.93,Accuracy
438,1,Image Clustering,ARL Polarimetric Thermal Face Dataset - Image Clustering benchmarking,2018-04,DMSC,0.983,100.0,0.983,100,0.983,0.01,Accuracy
439,1,Multi-view Subspace Clustering,ORL - Multi-view Subspace Clustering benchmarking,2018-04,DMSC,0.833,95.75,0.833,100,0.87,0.01,Accuracy
440,1,Multi-view Subspace Clustering,ORL - Multi-view Subspace Clustering benchmarking,2019-08,MvDSCN,0.87,100.0,0.037,1.0,0.87,0.01,Accuracy
441,1,Multi-view Subspace Clustering,ARL Polarimetric Thermal Face Dataset - Multi-view Subspace Clustering benchmarking,2018-04,DMSC,0.988,100.0,0.988,100,0.988,0.01,Accuracy
442,1,Hand Gesture Recognition,ChaLean test - Hand Gesture Recognition benchmarking,2018-04,8-MFFs-3f1c,56.7,100.0,56.7,100,56.7,0.57,Accuracy
443,1,Hand Gesture Recognition,NVGesture - Hand Gesture Recognition benchmarking,2018-04,8-MFFs-3f1c,84.7,97.43,84.7,100,86.93,0.85,Accuracy
444,1,Hand Gesture Recognition,NVGesture - Hand Gesture Recognition benchmarking,2018-12,MTUT,86.93,100.0,2.23,1.0,86.93,0.87,Accuracy
445,1,Image Classification,CIFAR-10 - Image Classification benchmarking,2018-05,UL-Hopfield (ULH),83.1,100.0,83.1,100,83.1,0.83,Accuracy
446,1,Semi-Supervised Image Classification,"Caltech-256, 1024 Labels - Semi-Supervised Image Classification benchmarking",2018-05,UL-Hopfield (ULH),77.4,100.0,77.4,100,77.4,0.77,Accuracy
447,1,Fine-Grained Image Classification,Caltech-101 - Fine-Grained Image Classification benchmarking,2018-05,UL-Hopfield (ULH),91.0,100.0,91,100,91,0.91,Accuracy
448,1,Facial Expression Recognition,Real-World Affective Faces - Facial Expression Recognition benchmarking,2018-05,Covariance Pooling,87.0,100.0,87,100,87,0.87,Accuracy
449,1,Fine-Grained Image Classification,Oxford-IIIT Pets - Fine-Grained Image Classification benchmarking,2018-05,AutoAugment,88.98,92.09,88.98,100,96.62,0.89,Accuracy
450,1,Fine-Grained Image Classification,Oxford-IIIT Pets - Fine-Grained Image Classification benchmarking,2019-06,FixSENet-154,94.8,98.12,5.82,0.7618,96.62,0.95,Accuracy
451,1,Fine-Grained Image Classification,Oxford-IIIT Pets - Fine-Grained Image Classification benchmarking,2019-12,BiT-L (ResNet),96.62,100.0,1.82,0.2382,96.62,0.97,Accuracy
452,1,Few-Shot Image Classification,Mini-ImageNet - 1-Shot Learning - Few-Shot Image Classification benchmarking,2018-06,PLATIPUS,50.13,74.6,50.13,100,67.2,0.5,Accuracy
453,1,Few-Shot Image Classification,Mini-ImageNet - 1-Shot Learning - Few-Shot Image Classification benchmarking,2019-03,DivCoop,63.73,94.84,13.6,0.7967,67.2,0.64,Accuracy
454,1,Few-Shot Image Classification,Mini-ImageNet - 1-Shot Learning - Few-Shot Image Classification benchmarking,2019-06,Multiple-semantics,67.2,100.0,3.47,0.2033,67.2,0.67,Accuracy
455,1,Document Image Classification,n-MNIST - Document Image Classification benchmarking,2018-06,Pixel-level RC,97.62,99.18,97.62,100,98.43,0.98,Accuracy
456,1,Document Image Classification,n-MNIST - Document Image Classification benchmarking,2019-08,PCGAN-CHAR,98.43,100.0,0.81,1.0,98.43,0.98,Accuracy
457,1,Document Image Classification,Noisy Bangla Numeral - Document Image Classification benchmarking,2018-06,Pixel-level RC,95.46,98.74,95.46,100,96.68,0.95,Accuracy
458,1,Document Image Classification,Noisy Bangla Numeral - Document Image Classification benchmarking,2019-08,PCGAN-CHAR,96.68,100.0,1.22,1.0,96.68,0.97,Accuracy
459,1,Document Image Classification,Noisy Bangla Characters - Document Image Classification benchmarking,2018-06,Pixel-level RC,77.22,86.24,77.22,100,89.54,0.77,Accuracy
460,1,Document Image Classification,Noisy Bangla Characters - Document Image Classification benchmarking,2019-08,PCGAN-CHAR,89.54,100.0,12.32,1.0,89.54,0.9,Accuracy
461,1,License Plate Recognition,Chinese License Plates - License Plate Recognition benchmarking,2018-06,LPRNet baseline,94.1,100.0,94.1,100,94.1,0.94,Accuracy
462,1,Unsupervised Image Classification,CIFAR-20 - Unsupervised Image Classification benchmarking,2018-07,IIC,25.7,100.0,25.7,100,25.7,0.26,Accuracy
463,1,Unsupervised Image Classification,STL-10 - Unsupervised Image Classification benchmarking,2018-07,IIC,61.0,100.0,61,100,61,0.61,Accuracy
464,1,Unsupervised Image Classification,CIFAR-10 - Unsupervised Image Classification benchmarking,2018-07,IIC,61.7,100.0,61.7,100,61.7,0.62,Accuracy
465,1,Unsupervised Semantic Segmentation,COCO-Stuff-3 - Unsupervised Semantic Segmentation benchmarking,2018-07,IIC,72.3,100.0,72.3,100,72.3,0.72,Accuracy
466,1,Unsupervised Semantic Segmentation,COCO-Stuff-15 - Unsupervised Semantic Segmentation benchmarking,2018-07,IIC,27.7,100.0,27.7,100,27.7,0.28,Accuracy
467,1,Unsupervised Semantic Segmentation,Potsdam - Unsupervised Semantic Segmentation benchmarking,2018-07,IIC,65.1,100.0,65.1,100,65.1,0.65,Accuracy
468,1,Unsupervised Semantic Segmentation,Potsdam-3 - Unsupervised Semantic Segmentation benchmarking,2018-07,IIC,45.4,100.0,45.4,100,45.4,0.45,Accuracy
469,1,Classification Of Hyperspectral Images,Pavia University - Classification Of Hyperspectral Images benchmarking,2018-07,WCRN,99.43,100.0,99.43,100,99.43,0.99,Accuracy
470,1,Visual Question Answering,CLEVR - Visual Question Answering benchmarking,2018-08,CNN + LSTM + RN + HAN,98.8,100.0,98.8,100,98.8,0.99,Accuracy
471,1,Facial Expression Recognition,FERPlus - Facial Expression Recognition benchmarking,2018-08,SENet Teacher,88.8,99.6,88.8,100,89.16,0.89,Accuracy
472,1,Facial Expression Recognition,FERPlus - Facial Expression Recognition benchmarking,2019-05,RAN (VGG-16),89.16,100.0,0.36,1.0,89.16,0.89,Accuracy
473,1,Age-Invariant Face Recognition,FG-NET - Age-Invariant Face Recognition benchmarking,2018-09,AIM,93.2,100.0,93.2,100,93.2,0.93,Accuracy
474,1,Image Classification,CINIC-10 - Image Classification benchmarking,2018-10,ResNeXt29_2x64d,91.45,100.0,91.45,100,91.45,0.91,Accuracy
475,1,Image Clustering,MNIST-test - Image Clustering benchmarking,2018-10,SR-K-means,0.863,87.44,0.863,100,0.987,0.01,Accuracy
476,1,Image Clustering,MNIST-test - Image Clustering benchmarking,2018-12,DDC-DA,0.97,98.28,0.107,0.8629,0.987,0.01,Accuracy
477,1,Image Clustering,MNIST-test - Image Clustering benchmarking,2019-01,DynAE,0.987,100.0,0.017,0.1371,0.987,0.01,Accuracy
478,1,Visual Question Answering,HowmanyQA - Visual Question Answering benchmarking,2018-10,RCN (Ours),60.3,100.0,60.3,100,60.3,0.6,Accuracy
479,1,Visual Question Answering,TallyQA - Visual Question Answering benchmarking,2018-10,RCN (Ours),71.8,100.0,71.8,100,71.8,0.72,Accuracy
480,1,Steering Control,BDD100K - Steering Control benchmarking,2018-11,FM-Net,85.03,100.0,85.03,100,85.03,0.85,Accuracy
481,1,Fine-Grained Image Classification,Birdsnap - Fine-Grained Image Classification benchmarking,2018-11,GPIPE,83.6,99.17,83.6,100,84.3,0.84,Accuracy
482,1,Fine-Grained Image Classification,Birdsnap - Fine-Grained Image Classification benchmarking,2019-06,FixSENet-154,84.3,100.0,0.7,1.0,84.3,0.84,Accuracy
483,1,Gesture Recognition,ChaLearn 2013 - Gesture Recognition benchmarking,2018-11,3S Net TTM,92.08,100.0,92.08,100,92.08,0.92,Accuracy
484,1,Gesture Recognition,MSRC-12 - Gesture Recognition benchmarking,2018-11,3S Net TTM,99.01,100.0,99.01,100,99.01,0.99,Accuracy
485,1,Gesture Recognition,ChaLearn 2016 - Gesture Recognition benchmarking,2018-11,3S Net TTM,39.95,100.0,39.95,100,39.95,0.4,Accuracy
486,1,Action Recognition,Diving-48 - Action Recognition benchmarking,2018-12,SlowFast,77.6,100.0,77.6,100,77.6,0.78,Accuracy
487,1,Image Clustering,LetterA-J - Image Clustering benchmarking,2018-12,DDC-DA,0.691,100.0,0.691,100,0.691,0.01,Accuracy
488,1,Action Recognition,UTD-MHAD - Action Recognition benchmarking,2018-12,Action Machine (RGB only),92.5,100.0,92.5,100,92.5,0.93,Accuracy
489,1,6D Pose Estimation using RGB,Occlusion LineMOD - 6D Pose Estimation using RGB benchmarking,2018-12,PVNet,61.06,100.0,61.06,100,61.06,0.61,Accuracy
490,1,Multimodal Activity Recognition,LboroHAR - Multimodal Activity Recognition benchmarking,2019-01,Deep Neural Net,95.0,97.04,95.0,100,97.9,0.95,Accuracy
491,1,Multimodal Activity Recognition,LboroHAR - Multimodal Activity Recognition benchmarking,2019-01,Cubic SVM,97.9,100.0,2.9,1.0,97.9,0.98,Accuracy
492,1,Image Retrieval,street2shop - topwear - Image Retrieval benchmarking,2019-01,Ranknet,94.98,100.0,94.98,100,94.98,0.95,Accuracy
493,1,Hand Gesture Recognition,Northwestern University - Hand Gesture Recognition benchmarking,2019-01,Key Frames + Feature Fusion,96.89,100.0,96.89,100,96.89,0.97,Accuracy
494,1,Gesture Recognition,Ninapro DB-1 8 gestures - Gesture Recognition benchmarking,2019-01,2SRNN,90.7,100.0,90.7,100,90.7,0.91,Accuracy
495,1,Gesture Recognition,CapgMyo DB-c - Gesture Recognition benchmarking,2019-01,2SRNN,96.8,100.0,96.8,100,96.8,0.97,Accuracy
496,1,Gesture Recognition,CapgMyo DB-b - Gesture Recognition benchmarking,2019-01,2SRNN,97.1,100.0,97.1,100,97.1,0.97,Accuracy
497,1,Gesture Recognition,Ninapro DB-1 12 gestures - Gesture Recognition benchmarking,2019-01,2SRNN,84.7,100.0,84.7,100,84.7,0.85,Accuracy
498,1,Facial Expression Recognition,FERG - Facial Expression Recognition benchmarking,2019-02,DeepEmotion,99.3,100.0,99.3,100,99.3,0.99,Accuracy
499,1,Few-Shot Image Classification,"OMNIGLOT - 5-Shot, 1000 way - Few-Shot Image Classification benchmarking",2019-02,APL,78.9,100.0,78.9,100,78.9,0.79,Accuracy
500,1,Few-Shot Image Classification,"OMNIGLOT - 1-Shot, 423 way - Few-Shot Image Classification benchmarking",2019-02,APL,73.5,100.0,73.5,100,73.5,0.74,Accuracy
501,1,Few-Shot Image Classification,"OMNIGLOT - 5-Shot, 423 way - Few-Shot Image Classification benchmarking",2019-02,APL,88.0,100.0,88,100,88,0.88,Accuracy
502,1,Few-Shot Image Classification,"OMNIGLOT - 1-Shot, 1000 way - Few-Shot Image Classification benchmarking",2019-02,APL,68.9,100.0,68.9,100,68.9,0.69,Accuracy
503,1,Visual Question Answering,TDIUC - Visual Question Answering benchmarking,2019-02,Accuracy,88.2,100.0,88.2,100,88.2,0.88,Accuracy
504,1,Visual Question Answering,GQA test-std - Visual Question Answering benchmarking,2019-02,CNN+LSTM,46.55,73.69,46.55,100,63.17,0.47,Accuracy
505,1,Visual Question Answering,GQA test-std - Visual Question Answering benchmarking,2019-02,MAC,54.06,85.58,7.51,0.4519,63.17,0.54,Accuracy
506,1,Visual Question Answering,GQA test-std - Visual Question Answering benchmarking,2019-07,NSM,63.17,100.0,9.11,0.5481,63.17,0.63,Accuracy
507,1,Lung Nodule Segmentation,LUNA - Lung Nodule Segmentation benchmarking,2019-03,CE-Net,0.99,100.0,0.99,100,0.99,0.01,Accuracy
508,1,Retinal Vessel Segmentation,DRIVE - Retinal Vessel Segmentation benchmarking,2019-03,CE-Net,0.9545,99.84,0.9545,100,0.956,0.01,Accuracy
509,1,Retinal Vessel Segmentation,DRIVE - Retinal Vessel Segmentation benchmarking,2019-07,ET-Net,0.956,100.0,0.0015,1.0,0.956,0.01,Accuracy
510,1,Domain Adaptation,Office-Home - Domain Adaptation benchmarking,2019-04,IDDA,49.46,69.66,49.46,100,71.0,0.49,Accuracy
511,1,Domain Adaptation,Office-Home - Domain Adaptation benchmarking,2019-06,CADA,70.2,98.87,20.74,0.9629,71.0,0.7,Accuracy
512,1,Domain Adaptation,Office-Home - Domain Adaptation benchmarking,2019-11,SPL,71.0,100.0,0.8,0.0371,71.0,0.71,Accuracy
