,date,individual,class,class_label,performance_measure,metricName,result,model_label
1832,2021-05-17,https://identifiers.org/ito:ITO_i0qHllCZI5QADRrH9,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95.8,RVT-S* model in \'Towards Robust Vision Transformer\'
1840,2019-08-12,https://identifiers.org/ito:ITO_iylQM6Iq8Gl4SJeiR,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.02,ResNet-50 (LIP Bottleneck-256) model in \'LIP: Local Importance-based Pooling\'
1848,2021-01-27,https://identifiers.org/ito:ITO_i19dkgfSucwWOQXjI,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95.8,BoTNet T3 model in \'Bottleneck Transformers for Visual Recognition\'
1856,2019-05-13,https://identifiers.org/ito:ITO_i1IPFRBHYmwpUvj0U,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.97,ResNeXt-101 (CutMix) model in \'CutMix: Regularization Strategy to Train Strong Classifiers with Localizable Features\'
1864,2020-03-23,https://identifiers.org/ito:ITO_i1rxxYopKXWVW2bH4,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,98.7,Meta Pseudo Labels (EfficientNet-B6-Wide) model in \'Meta Pseudo Labels\'
1872,2021-03-22,https://identifiers.org/ito:ITO_i28gGgpkvgfzLFn7H,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96.5,CeiT-S (384 finetune res) model in \'Incorporating Convolution Designs into Visual Transformers\'
1880,2020-03-25,https://identifiers.org/ito:ITO_i28JUY1vJmGYOpXSf,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,93,GreedyNAS-B model in \'GreedyNAS: Towards Fast One-Shot NAS with Greedy Supernet\'
1888,2021-02-11,https://identifiers.org/ito:ITO_i2GOmnyOjA0GtKyEX,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,97.5,NFNet-F3 model in \'High-Performance Large-Scale Image Recognition Without Normalization\'
1896,2020-03-23,https://identifiers.org/ito:ITO_i2P10iIAgRBFQYwCI,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96.5,ResNet-50 model in \'Meta Pseudo Labels\'
1904,2020-03-18,https://identifiers.org/ito:ITO_i2b8U1tQap08qRFy2,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95.4,FixEfficientNet-B0 model in \'Fixing the train-test resolution discrepancy: FixEfficientNet\'
1912,2019-05-28,https://identifiers.org/ito:ITO_iz8tWGGrTgJ1RrLup,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96.9,EfficientNet-B6 model in \'EfficientNet: Rethinking Model Scaling for Convolutional Neural Networks\'
1920,2017-07-06,https://identifiers.org/ito:ITO_i2s78HoNgzrUL1yDV,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.85,DPN-98 (224x224) model in \'Dual Path Networks\'
1928,2019-08-12,https://identifiers.org/ito:ITO_i3GRvK2tzY7K4ddbv,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.6,LIP-ResNet-101 model in \'LIP: Local Importance-based Pooling\'
1936,2019-10-08,https://identifiers.org/ito:ITO_i3REL2CBxJKuRCDml,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,93.68,ECA-Net (ResNet-50) model in \'ECA-Net: Efficient Channel Attention for Deep Convolutional Neural Networks\'
1944,2020-03-18,https://identifiers.org/ito:ITO_izCXJo9wlJ65AZIqK,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,98,FixEfficientNet-B6 model in \'Fixing the train-test resolution discrepancy: FixEfficientNet\'
1952,2020-06-20,https://identifiers.org/ito:ITO_izHMQn6xp5Yuxi5io,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,93.56,Prodpoly model in \'Deep Polynomial Neural Networks\'
1960,2021-05-19,https://identifiers.org/ito:ITO_izKH3q3CSb4szu8ba,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,87.1,Heteroscedastic (InceptionResNet-v2) model in \'Correlated Input-Dependent Label Noise in Large-Scale Image Classification\'
1968,2019-02-01,https://identifiers.org/ito:ITO_izNSKYDOLSY4rLKjo,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.78,ColorNet model in \'ColorNet: Investigating the importance of color spaces for image classification\'
1976,2016-03-16,https://identifiers.org/ito:ITO_izsEKRLhD0FudGmPh,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95.2,ResNet-200 model in \'Identity Mappings in Deep Residual Networks\'
1984,2013-12-21,https://identifiers.org/ito:ITO_i6OcYqIdn4vlAhnju,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,86.76,"OverFeat - 7 accurate models model in \'OverFeat: Integrated Recognition, Localization and Detection using Convolutional Networks\'"
1992,2019-08-23,https://identifiers.org/ito:ITO_i7fu3DMAEOMWFltPn,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95.2,CSPResNeXt-50 + Mish model in \'Mish: A Self Regularized Non-Monotonic Activation Function\'
2000,2013-11-12,https://identifiers.org/ito:ITO_i7tpqr2d42GdNmUIU,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,85.3,"ZFNet (ensemble, 6 convnets) model in \'Visualizing and Understanding Convolutional Networks\'"
2008,2019-11-11,https://identifiers.org/ito:ITO_iDiEU2zmdit9h1c5H,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,97.5,NoisyStudent (EfficientNet-B4) model in \'Self-training with Noisy Student improves ImageNet classification\'
2016,2018-07-09,https://identifiers.org/ito:ITO_iDlz3PXqIKdxDqY3G,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,92.75,CoordConv ResNet-50 model in \'An Intriguing Failing of Convolutional Neural Networks and the CoordConv Solution\'
2024,2020-03-18,https://identifiers.org/ito:ITO_i7xSeEadCDRHZt203,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,97.7,FixEfficientNet-B4 model in \'Fixing the train-test resolution discrepancy: FixEfficientNet\'
2032,2019-08-26,https://identifiers.org/ito:ITO_i8MtbqxahgFQsTP95,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.1,HCGNet-B model in \'Gated Convolutional Networks with Hybrid Connectivity for Image Classification\'
2040,2019-07-23,https://identifiers.org/ito:ITO_iEui9RiNkCiyuDr8C,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,90.92,MobileNet-224 (CGD) model in \'Compact Global Descriptor for Neural Networks\'
2048,2019-08-16,https://identifiers.org/ito:ITO_i3TAy2L0X9Jpukw7X,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96,SCARLET-A4 model in \'SCARLET-NAS: Bridging the gap between Stability and Scalability in Weight-sharing Neural Architecture Search\'
2056,2016-05-24,https://identifiers.org/ito:ITO_i3TI70RzmKV0gST7q,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,92.61,FractalNet-34 model in \'FractalNet: Ultra-Deep Neural Networks without Residuals\'
2064,2016-08-25,https://identifiers.org/ito:ITO_i4beK6jEgVV1ahERA,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,92.29,DenseNet-121 model in \'Densely Connected Convolutional Networks\'
2072,2020-06-18,https://identifiers.org/ito:ITO_i8Wp1nsZWVGWb2iDA,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,97,Fix_ResNet50_vd_ssld model in \'Semi-Supervised Recognition under a Noisy and Fine-grained Dataset\'
2080,2019-09-26,https://identifiers.org/ito:ITO_i8wzEFgpobwMMlayu,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,84.1,BBG (ResNet-34) model in \'Balanced Binary Neural Networks with Gated Residual\'
2088,2019-02-14,https://identifiers.org/ito:ITO_i8Z85V9aGS0YYxJPD,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,92.5,MultiGrain NASNet-A-Mobile (350px) model in \'MultiGrain: a unified image embedding for classes and instances\'
2096,2019-11-21,https://identifiers.org/ito:ITO_i9gm2fniVQlT2gZl1,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,97.3,AdvProp (EfficientNet-B8) model in \'Adversarial Examples Improve Image Recognition\'
2104,2019-11-21,https://identifiers.org/ito:ITO_i4pEoCxtbRZzU4qRO,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,97.2,AdvProp (EfficientNet-B7) model in \'Adversarial Examples Improve Image Recognition\'
2112,2016-11-16,https://identifiers.org/ito:ITO_i9ya6dUfvFXyUK0Tg,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95.6,ResNeXt-101  64x4 model in \'Aggregated Residual Transformations for Deep Neural Networks\'
2120,2020-04-23,https://identifiers.org/ito:ITO_i59CmjpDnFXPpfydz,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95.6,ResNet-200 (Supervised Contrastive) model in \'Supervised Contrastive Learning\'
2128,2020-01-18,https://identifiers.org/ito:ITO_i5XtcAUhFv8ltBkl0,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96.29,"Harm-SE-RNX-101 64x4d (320x320, Mean-Max Pooling) model in \'Harmonic Convolutional Networks based on Discrete Cosine Transform\'"
2136,2017-07-06,https://identifiers.org/ito:ITO_i5YELbdfCj2irYXqJ,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.1,DPN-68 (320x320) model in \'Dual Path Networks\'
2144,2021-01-27,https://identifiers.org/ito:ITO_i6FtzOLoT4ULIUo2i,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95.9,SENet-152 model in \'Bottleneck Transformers for Visual Recognition\'
2152,2019-04-02,https://identifiers.org/ito:ITO_i6HfOTatMxxL4XAy1,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.12,Res2Net-50-299 model in \'Res2Net: A New Multi-scale Backbone Architecture\'
2160,2017-04-17,https://identifiers.org/ito:ITO_iLThmJvClyRHCEevP,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,89.5,MobileNet-224 model in \'MobileNets: Efficient Convolutional Neural Networks for Mobile Vision Applications\'
2168,2019-04-02,https://identifiers.org/ito:ITO_iALpZkga6vq3JD1EM,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.8,RandWire-WS model in \'Exploring Randomly Wired Neural Networks for Image Recognition\'
2176,2021-01-27,https://identifiers.org/ito:ITO_iAUTNgNqYT6v33ovY,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95,ResNet-101 model in \'Bottleneck Transformers for Visual Recognition\'
2184,2021-02-11,https://identifiers.org/ito:ITO_iAzB5grUXu91QZAbg,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,97.1,NFNet-F1 model in \'High-Performance Large-Scale Image Recognition Without Normalization\'
2192,2017-07-21,https://identifiers.org/ito:ITO_iFBnXmGYZk96n8qiz,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96.2,NASNET-A(6) model in \'Learning Transferable Architectures for Scalable Image Recognition\'
2200,2016-08-25,https://identifiers.org/ito:ITO_iFc3abB2tY6B5XNW6,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,93.15,DenseNet-169 model in \'Densely Connected Convolutional Networks\'
2208,2020-03-18,https://identifiers.org/ito:ITO_iFdcvXOoSScULzgbM,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,97.4,FixEfficientNet-B3 model in \'Fixing the train-test resolution discrepancy: FixEfficientNet\'
2216,2021-01-27,https://identifiers.org/ito:ITO_iBCvTNV1XGxLBB1ha,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96.5,BoTNet T5 model in \'Bottleneck Transformers for Visual Recognition\'
2224,2020-03-18,https://identifiers.org/ito:ITO_iBGV8xzIGVRPGLyjl,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,97.6,FixEfficientNet-B8 model in \'Fixing the train-test resolution discrepancy: FixEfficientNet\'
2232,2019-11-11,https://identifiers.org/ito:ITO_iBTAcOxHwxqtxgfjJ,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.5,NoisyStudent (EfficientNet-B0) model in \'Self-training with Noisy Student improves ImageNet classification\'
2240,2021-05-17,https://identifiers.org/ito:ITO_iC5FuBHHVznzlpRn6,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96,RVT-B* model in \'Towards Robust Vision Transformer\'
2248,2019-07-22,https://identifiers.org/ito:ITO_iCF2vv5EaX5JPt1Gw,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,93.3,MixNet-M model in \'MixConv: Mixed Depthwise Convolutional Kernels\'
2256,2020-03-18,https://identifiers.org/ito:ITO_iLYMsJruE61zpic3A,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,98.7,FixEfficientNet-L2 model in \'Fixing the train-test resolution discrepancy: FixEfficientNet\'
2264,2019-02-14,https://identifiers.org/ito:ITO_iMaxEK4qtYrmGelGi,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96.5,MultiGrain SENet154 (400px) model in \'MultiGrain: a unified image embedding for classes and instances\'
2272,2019-05-28,https://identifiers.org/ito:ITO_iFtOjf0cOiAE4oIrh,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,93.2,EfficientNet-B0 model in \'EfficientNet: Rethinking Model Scaling for Convolutional Neural Networks\'
2280,2019-06-14,https://identifiers.org/ito:ITO_iCIg4OH3ibf8lngU7,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96.6,FixResNet-50 Billion model in \'Fixing the train-test resolution discrepancy\'
2288,2019-05-02,https://identifiers.org/ito:ITO_iCmj2NqHPkjN2iMyN,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,97.4,ResNeXt-101 32x16d (semi-weakly sup.) model in \'Billion-scale semi-supervised learning for image classification\'
2296,2021-05-28,https://identifiers.org/ito:ITO_iCSYRYwt2rHQLVSPX,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96.3,ResT-Large model in \'ResT: An Efficient Transformer for Visual Recognition\'
2304,2019-04-22,https://identifiers.org/ito:ITO_iCudMZOBkGgHcoO1x,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.6,AA-ResNet-152 model in \'Attention Augmented Convolutional Networks\'
2312,2015-02-11,https://identifiers.org/ito:ITO_iMoUS2yp8Z7dAEFVg,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,92.2,Inception V2 model in \'Batch Normalization: Accelerating Deep Network Training by Reducing Internal Covariate Shift\'
2320,2017-07-06,https://identifiers.org/ito:ITO_iFztTGFYzlXt1BTdd,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,93.07,DPN-68 (224x224) model in \'Dual Path Networks\'
2328,2019-08-04,https://identifiers.org/ito:ITO_iG6IKyvheL8qFl1J3,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,92.8,MoGA-A model in \'MoGA: Searching Beyond MobileNetV3\'
2336,2014-06-18,https://identifiers.org/ito:ITO_iGewGOxx6xEEOLDdk,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,91.86,SPPNet model in \'Spatial Pyramid Pooling in Deep Convolutional Networks for Visual Recognition\'
2344,2018-07-31,https://identifiers.org/ito:ITO_iGpWVUdNfyY8qXern,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,92.5,MnasNet-A1 model in \'MnasNet: Platform-Aware Neural Architecture Search for Mobile\'
2352,2019-05-28,https://identifiers.org/ito:ITO_iD6dnnhvbwraJGRuI,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96.3,EfficientNet-B4 model in \'EfficientNet: Rethinking Model Scaling for Convolutional Neural Networks\'
2360,2019-12-24,https://identifiers.org/ito:ITO_iDaiFVk6ytVmrIAYW,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.47,ResNet-50 (Adversarial Autoaugment) model in \'Adversarial AutoAugment\'
2368,2019-11-21,https://identifiers.org/ito:ITO_iDeMhP2pdOjsXkalv,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,93.57,ResnetV2 50 (FRN layer) model in \'Filter Response Normalization Layer: Eliminating Batch Dependence in the Training of Deep Neural Networks\'
2376,2019-11-21,https://identifiers.org/ito:ITO_iGyisJDHfnNUbh6Dr,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.49,InceptionV3 (FRN layer) model in \'Filter Response Normalization Layer: Eliminating Batch Dependence in the Training of Deep Neural Networks\'
2384,2019-12-24,https://identifiers.org/ito:ITO_iHBImWe07gksHkm53,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95.3,ResNet-200 (Adversarial Autoaugment) model in \'Adversarial AutoAugment\'
2392,2019-04-02,https://identifiers.org/ito:ITO_iNAco0aFBkVCc8fuc,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.43,Res2Net-101 model in \'Res2Net: A New Multi-scale Backbone Architecture\'
2400,2020-10-03,https://identifiers.org/ito:ITO_ih3hqB4CuBK8UrZaQ,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,81.6,ResNet-152 (SAM) model in \'Sharpness-Aware Minimization for Efficiently Improving Generalization\'
2408,2018-05-02,https://identifiers.org/ito:ITO_ihazzDgF46vrzrifj,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,85.1,ResNeXt-101 32x32d model in \'Exploring the Limits of Weakly Supervised Pretraining\'
2416,2017-07-06,https://identifiers.org/ito:ITO_ihgTdJxa9qmS3vgCY,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,80.07,DPN-131 (224x224) (80M) model in \'Dual Path Networks\'
2424,2018-12-04,https://identifiers.org/ito:ITO_ihILl6UKN3jpMPmJK,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,77.16,ResNet-50-D model in \'Bag of Tricks for Image Classification with Convolutional Neural Networks\'
2432,2015-12-10,https://identifiers.org/ito:ITO_iSWTMeTuoHK20kBm9,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,78.25,ResNet-101 model in \'Deep Residual Learning for Image Recognition\'
2440,2021-01-28,https://identifiers.org/ito:ITO_ipCZ20KjkhDcgLsFX,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,82.3,T2T-ViT-24 model in \'Tokens-to-Token ViT: Training Vision Transformers from Scratch on ImageNet\'
2448,2019-09-30,https://identifiers.org/ito:ITO_ipEpgRE3ok6SnjnDk,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,85.4,EfficientNet-B8 (RandAugment) model in \'RandAugment: Practical automated data augmentation with a reduced search space\'
2456,2018-07-31,https://identifiers.org/ito:ITO_ipG4TN6FSlcMofKMC,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,75.6,MnasNet-A2 model in \'MnasNet: Platform-Aware Neural Architecture Search for Mobile\'
2464,2019-04-29,https://identifiers.org/ito:ITO_ipjxVMqxY7bcPwRIm,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,79.04,ResNet-50 (UDA) model in \'Unsupervised Data Augmentation for Consistency Training\'
2472,2021-03-30,https://identifiers.org/ito:ITO_ipO7tAOuJlJoMAfcf,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,79.1,PiT-XS model in \'Rethinking Spatial Dimensions of Vision Transformers\'
2480,2021-04-16,https://identifiers.org/ito:ITO_ipOVLMiKAiEXfYMXF,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,68,"ReActNet-A (BN-Free) model in \'\""BNN - BN = ?\"": Training Binary Neural Networks without Batch Normalization\'"
2488,2019-04-05,https://identifiers.org/ito:ITO_idOkllO5lkArJ3v3K,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,74.96,Single-Path NAS model in \'Single-Path NAS: Designing Hardware-Efficient ConvNets in less than 4 Hours\'
2496,2021-06-10,https://identifiers.org/ito:ITO_idpjwsg4ZVQ57qL3p,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,87.41,V-MoE-L/16 (Every-2) model in \'Scaling Vision with Sparse Mixture of Experts\'
2504,2021-03-10,https://identifiers.org/ito:ITO_idqToge64kdVJszUQ,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,75.9,RedNet-26 model in \'Involution: Inverting the Inherence of Convolution for Visual Recognition\'
2512,2021-06-17,https://identifiers.org/ito:ITO_idZYKUWT8RfdGT8X7,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,86,XCiT-L24 model in \'XCiT: Cross-Covariance Image Transformers\'
2520,2021-03-31,https://identifiers.org/ito:ITO_ie7BAPh9esliFr5YG,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,85.1,CAIT-S-24 model in \'Going deeper with Image Transformers\'
2528,2021-03-29,https://identifiers.org/ito:ITO_iednohJ4e95qmFKIn,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,81.6,CvT-13 model in \'CvT: Introducing Convolutions to Vision Transformers\'
2536,2021-03-23,https://identifiers.org/ito:ITO_ieeQZ83jiaFoDCz5Z,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,85.5,"HaloNet4 (base 128, Conv-12) model in \'Scaling Local Self-Attention for Parameter Efficient Visual Backbones\'"
2544,2020-11-25,https://identifiers.org/ito:ITO_iefQvNYtOi1bXnv1v,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,71.37,"ResNet-18 (KD w/ ResNet-34 teacher) model in \'torchdistill: A Modular, Configuration-Driven Framework for Knowledge Distillation\'"
