,top_level_class,top_level_class_label,task_label,year,level_4,result
583,https://identifiers.org/ito:ITO_00101,Vision process,Deblurring,2021,1,11
584,https://identifiers.org/ito:ITO_00101,Vision process,Deblurring,2021,0,1
585,https://identifiers.org/ito:ITO_00101,Vision process,Deblurring,2021,2,1
586,https://identifiers.org/ito:ITO_00101,Vision process,Deblurring,2021,3,1
587,https://identifiers.org/ito:ITO_00101,Vision process,DeepFake Detection,2019,0,6
588,https://identifiers.org/ito:ITO_00101,Vision process,DeepFake Detection,2020,3,6
589,https://identifiers.org/ito:ITO_00101,Vision process,DeepFake Detection,2020,0,4
590,https://identifiers.org/ito:ITO_00101,Vision process,DeepFake Detection,2021,3,4
591,https://identifiers.org/ito:ITO_00101,Vision process,Defocus Estimation,2017,0,1
592,https://identifiers.org/ito:ITO_00101,Vision process,Defocus Estimation,2018,0,2
593,https://identifiers.org/ito:ITO_00101,Vision process,Defocus Estimation,2019,1,3
594,https://identifiers.org/ito:ITO_00101,Vision process,Defocus Estimation,2020,3,3
595,https://identifiers.org/ito:ITO_00101,Vision process,Denoising,2015,0,1
596,https://identifiers.org/ito:ITO_00101,Vision process,Denoising,2016,2,1
597,https://identifiers.org/ito:ITO_00101,Vision process,Denoising,2017,1,1
598,https://identifiers.org/ito:ITO_00101,Vision process,Denoising,2018,1,1
599,https://identifiers.org/ito:ITO_00101,Vision process,Denoising,2019,1,1
600,https://identifiers.org/ito:ITO_00101,Vision process,Denoising,2020,3,1
601,https://identifiers.org/ito:ITO_00101,Vision process,Dense Object Detection,2015,0,2
602,https://identifiers.org/ito:ITO_00101,Vision process,Dense Object Detection,2016,1,2
603,https://identifiers.org/ito:ITO_00101,Vision process,Dense Object Detection,2017,1,2
604,https://identifiers.org/ito:ITO_00101,Vision process,Dense Object Detection,2019,1,2
605,https://identifiers.org/ito:ITO_00101,Vision process,Dense Object Detection,2020,1,2
606,https://identifiers.org/ito:ITO_00101,Vision process,Dense Object Detection,2021,3,2
607,https://identifiers.org/ito:ITO_00101,Vision process,Dense Pixel Correspondence Estimation,2015,0,5
608,https://identifiers.org/ito:ITO_00101,Vision process,Dense Pixel Correspondence Estimation,2016,1,5
609,https://identifiers.org/ito:ITO_00101,Vision process,Dense Pixel Correspondence Estimation,2017,2,5
610,https://identifiers.org/ito:ITO_00101,Vision process,Dense Pixel Correspondence Estimation,2018,2,5
611,https://identifiers.org/ito:ITO_00101,Vision process,Dense Pixel Correspondence Estimation,2021,0,7
612,https://identifiers.org/ito:ITO_00101,Vision process,Dense Pixel Correspondence Estimation,2021,2,5
613,https://identifiers.org/ito:ITO_00101,Vision process,Dense Video Captioning,2020,0,3
614,https://identifiers.org/ito:ITO_00101,Vision process,Dense Video Captioning,2021,3,3
615,https://identifiers.org/ito:ITO_00101,Vision process,Depiction Invariant Object Recognition,2016,0,1
616,https://identifiers.org/ito:ITO_00101,Vision process,Depiction Invariant Object Recognition,2017,3,1
617,https://identifiers.org/ito:ITO_00101,Vision process,Depth Completion,2017,0,3
618,https://identifiers.org/ito:ITO_00101,Vision process,Depth Completion,2018,1,3
619,https://identifiers.org/ito:ITO_00101,Vision process,Depth Completion,2019,0,8
620,https://identifiers.org/ito:ITO_00101,Vision process,Depth Completion,2019,2,2
621,https://identifiers.org/ito:ITO_00101,Vision process,Depth Completion,2019,1,1
622,https://identifiers.org/ito:ITO_00101,Vision process,Depth Completion,2020,0,4
623,https://identifiers.org/ito:ITO_00101,Vision process,Depth Completion,2020,1,4
624,https://identifiers.org/ito:ITO_00101,Vision process,Depth Completion,2020,2,2
625,https://identifiers.org/ito:ITO_00101,Vision process,Depth Completion,2020,3,1
626,https://identifiers.org/ito:ITO_00101,Vision process,Depth Completion,2021,2,6
627,https://identifiers.org/ito:ITO_00101,Vision process,Depth Completion,2021,3,5
628,https://identifiers.org/ito:ITO_00101,Vision process,Depth Completion,2021,1,3
629,https://identifiers.org/ito:ITO_00101,Vision process,Depth Estimation,2017,0,1
630,https://identifiers.org/ito:ITO_00101,Vision process,Depth Estimation,2018,1,1
631,https://identifiers.org/ito:ITO_00101,Vision process,Depth Estimation,2019,0,1
632,https://identifiers.org/ito:ITO_00101,Vision process,Depth Estimation,2019,2,1
633,https://identifiers.org/ito:ITO_00101,Vision process,Depth Estimation,2020,0,13
634,https://identifiers.org/ito:ITO_00101,Vision process,Depth Estimation,2020,2,1
635,https://identifiers.org/ito:ITO_00101,Vision process,Depth Estimation,2020,3,1
636,https://identifiers.org/ito:ITO_00101,Vision process,Depth Estimation,2021,3,13
637,https://identifiers.org/ito:ITO_00101,Vision process,Depth Estimation,2021,0,1
638,https://identifiers.org/ito:ITO_00101,Vision process,Depth Estimation,2021,2,1
639,https://identifiers.org/ito:ITO_00101,Vision process,Diabetic Retinopathy Detection,2021,0,1
640,https://identifiers.org/ito:ITO_00101,Vision process,Diabetic Retinopathy Grading,2019,0,1
641,https://identifiers.org/ito:ITO_00101,Vision process,Diabetic Retinopathy Grading,2020,0,2
642,https://identifiers.org/ito:ITO_00101,Vision process,Diabetic Retinopathy Grading,2020,1,1
643,https://identifiers.org/ito:ITO_00101,Vision process,Diabetic Retinopathy Grading,2021,3,3
644,https://identifiers.org/ito:ITO_00101,Vision process,Diffeomorphic Medical Image Registration,2008,0,9
645,https://identifiers.org/ito:ITO_00101,Vision process,Diffeomorphic Medical Image Registration,2018,1,5
646,https://identifiers.org/ito:ITO_00101,Vision process,Diffeomorphic Medical Image Registration,2018,0,2
647,https://identifiers.org/ito:ITO_00101,Vision process,Diffeomorphic Medical Image Registration,2018,2,1
648,https://identifiers.org/ito:ITO_00101,Vision process,Diffeomorphic Medical Image Registration,2019,3,5
649,https://identifiers.org/ito:ITO_00101,Vision process,Diffeomorphic Medical Image Registration,2019,1,4
650,https://identifiers.org/ito:ITO_00101,Vision process,Diffeomorphic Medical Image Registration,2019,2,2
651,https://identifiers.org/ito:ITO_00101,Vision process,Diffeomorphic Medical Image Registration,2020,3,6
652,https://identifiers.org/ito:ITO_00101,Vision process,Disguised Face Verification,2015,0,1
653,https://identifiers.org/ito:ITO_00101,Vision process,Disguised Face Verification,2016,3,1
654,https://identifiers.org/ito:ITO_00101,Vision process,Disguised Face Verification,2018,0,3
655,https://identifiers.org/ito:ITO_00101,Vision process,Disguised Face Verification,2019,3,3
656,https://identifiers.org/ito:ITO_00101,Vision process,Disparity Estimation,2020,0,16
657,https://identifiers.org/ito:ITO_00101,Vision process,Disparity Estimation,2021,3,16
658,https://identifiers.org/ito:ITO_00101,Vision process,Displaced People Recognition,2019,0,1
659,https://identifiers.org/ito:ITO_00101,Vision process,Displaced People Recognition,2020,3,1
660,https://identifiers.org/ito:ITO_00101,Vision process,Document Image Classification,2015,0,1
661,https://identifiers.org/ito:ITO_00101,Vision process,Document Image Classification,2017,1,1
662,https://identifiers.org/ito:ITO_00101,Vision process,Document Image Classification,2018,0,3
663,https://identifiers.org/ito:ITO_00101,Vision process,Document Image Classification,2018,1,1
664,https://identifiers.org/ito:ITO_00101,Vision process,Document Image Classification,2019,1,4
665,https://identifiers.org/ito:ITO_00101,Vision process,Document Image Classification,2020,3,3
666,https://identifiers.org/ito:ITO_00101,Vision process,Document Image Classification,2020,1,1
667,https://identifiers.org/ito:ITO_00101,Vision process,Document Image Classification,2021,0,2
668,https://identifiers.org/ito:ITO_00101,Vision process,Document Image Classification,2021,2,1
669,https://identifiers.org/ito:ITO_00101,Vision process,Document Layout Analysis,2020,0,2
670,https://identifiers.org/ito:ITO_00101,Vision process,Document Layout Analysis,2021,3,2
671,https://identifiers.org/ito:ITO_00101,Vision process,Domain Adaptation,2014,0,6
672,https://identifiers.org/ito:ITO_00101,Vision process,Domain Adaptation,2015,0,7
673,https://identifiers.org/ito:ITO_00101,Vision process,Domain Adaptation,2015,1,1
674,https://identifiers.org/ito:ITO_00101,Vision process,Domain Adaptation,2016,1,5
675,https://identifiers.org/ito:ITO_00101,Vision process,Domain Adaptation,2016,0,4
676,https://identifiers.org/ito:ITO_00101,Vision process,Domain Adaptation,2016,2,1
677,https://identifiers.org/ito:ITO_00101,Vision process,Domain Adaptation,2017,1,4
678,https://identifiers.org/ito:ITO_00101,Vision process,Domain Adaptation,2017,0,3
679,https://identifiers.org/ito:ITO_00101,Vision process,Domain Adaptation,2017,2,3
680,https://identifiers.org/ito:ITO_00101,Vision process,Domain Adaptation,2017,3,3
681,https://identifiers.org/ito:ITO_00101,Vision process,Domain Adaptation,2018,1,3
682,https://identifiers.org/ito:ITO_00101,Vision process,Domain Adaptation,2018,0,2
683,https://identifiers.org/ito:ITO_00101,Vision process,Domain Adaptation,2018,2,2
684,https://identifiers.org/ito:ITO_00101,Vision process,Domain Adaptation,2018,3,1
685,https://identifiers.org/ito:ITO_00101,Vision process,Domain Adaptation,2019,1,11
686,https://identifiers.org/ito:ITO_00101,Vision process,Domain Adaptation,2019,0,7
687,https://identifiers.org/ito:ITO_00101,Vision process,Domain Adaptation,2019,2,5
688,https://identifiers.org/ito:ITO_00101,Vision process,Domain Adaptation,2019,3,1
689,https://identifiers.org/ito:ITO_00101,Vision process,Domain Adaptation,2020,3,13
690,https://identifiers.org/ito:ITO_00101,Vision process,Domain Adaptation,2020,1,6
691,https://identifiers.org/ito:ITO_00101,Vision process,Domain Adaptation,2020,2,4
692,https://identifiers.org/ito:ITO_00101,Vision process,Domain Adaptation,2020,0,2
693,https://identifiers.org/ito:ITO_00101,Vision process,Domain Adaptation,2021,3,6
694,https://identifiers.org/ito:ITO_00101,Vision process,Domain Adaptation,2021,2,5
695,https://identifiers.org/ito:ITO_00101,Vision process,Domain Adaptation,2021,1,2
696,https://identifiers.org/ito:ITO_00101,Vision process,Domain Adaptation,2021,0,1
697,https://identifiers.org/ito:ITO_00101,Vision process,Domain Generalization,2015,0,2
698,https://identifiers.org/ito:ITO_00101,Vision process,Domain Generalization,2017,1,1
699,https://identifiers.org/ito:ITO_00101,Vision process,Domain Generalization,2018,0,1
700,https://identifiers.org/ito:ITO_00101,Vision process,Domain Generalization,2018,1,1
701,https://identifiers.org/ito:ITO_00101,Vision process,Domain Generalization,2018,2,1
702,https://identifiers.org/ito:ITO_00101,Vision process,Domain Generalization,2019,1,2
703,https://identifiers.org/ito:ITO_00101,Vision process,Domain Generalization,2019,0,1
704,https://identifiers.org/ito:ITO_00101,Vision process,Domain Generalization,2019,2,1
705,https://identifiers.org/ito:ITO_00101,Vision process,Domain Generalization,2020,0,5
706,https://identifiers.org/ito:ITO_00101,Vision process,Domain Generalization,2020,1,4
707,https://identifiers.org/ito:ITO_00101,Vision process,Domain Generalization,2021,1,7
708,https://identifiers.org/ito:ITO_00101,Vision process,Domain Generalization,2021,0,4
709,https://identifiers.org/ito:ITO_00101,Vision process,Domain Generalization,2021,3,2
710,https://identifiers.org/ito:ITO_00101,Vision process,Drone navigation,2020,0,2
711,https://identifiers.org/ito:ITO_00101,Vision process,Drone navigation,2021,3,2
712,https://identifiers.org/ito:ITO_00101,Vision process,Drone-view target localization,2020,0,2
713,https://identifiers.org/ito:ITO_00101,Vision process,Drone-view target localization,2021,3,2
714,https://identifiers.org/ito:ITO_00101,Vision process,Edge Detection,2015,0,2
715,https://identifiers.org/ito:ITO_00101,Vision process,Edge Detection,2016,1,1
716,https://identifiers.org/ito:ITO_00101,Vision process,Edge Detection,2017,0,2
717,https://identifiers.org/ito:ITO_00101,Vision process,Edge Detection,2017,1,1
718,https://identifiers.org/ito:ITO_00101,Vision process,Edge Detection,2018,3,3
719,https://identifiers.org/ito:ITO_00101,Vision process,Edge Detection,2019,0,2
720,https://identifiers.org/ito:ITO_00101,Vision process,Edge Detection,2019,1,1
721,https://identifiers.org/ito:ITO_00101,Vision process,Edge Detection,2020,3,3
722,https://identifiers.org/ito:ITO_00101,Vision process,Egocentric Activity Recognition,2018,0,3
723,https://identifiers.org/ito:ITO_00101,Vision process,Egocentric Activity Recognition,2019,1,2
724,https://identifiers.org/ito:ITO_00101,Vision process,Egocentric Activity Recognition,2020,3,2
725,https://identifiers.org/ito:ITO_00101,Vision process,Egocentric Activity Recognition,2020,0,1
726,https://identifiers.org/ito:ITO_00101,Vision process,Egocentric Activity Recognition,2020,1,1
727,https://identifiers.org/ito:ITO_00101,Vision process,Egocentric Activity Recognition,2021,3,2
728,https://identifiers.org/ito:ITO_00101,Vision process,Electron Microscopy Image Segmentation,2015,0,1
729,https://identifiers.org/ito:ITO_00101,Vision process,Electron Microscopy Image Segmentation,2019,0,3
730,https://identifiers.org/ito:ITO_00101,Vision process,Electron Microscopy Image Segmentation,2019,1,1
731,https://identifiers.org/ito:ITO_00101,Vision process,Electron Microscopy Image Segmentation,2020,3,4
732,https://identifiers.org/ito:ITO_00101,Vision process,Electron Microscopy Image Segmentation,2020,0,1
733,https://identifiers.org/ito:ITO_00101,Vision process,Electron Microscopy Image Segmentation,2021,0,1
734,https://identifiers.org/ito:ITO_00101,Vision process,Electron Microscopy Image Segmentation,2021,3,1
735,https://identifiers.org/ito:ITO_00101,Vision process,Emotion Cause Extraction,2017,0,1
736,https://identifiers.org/ito:ITO_00101,Vision process,Emotion Cause Extraction,2019,1,1
737,https://identifiers.org/ito:ITO_00101,Vision process,Emotion Cause Extraction,2020,3,1
738,https://identifiers.org/ito:ITO_00101,Vision process,Emotion Recognition,2019,0,2
739,https://identifiers.org/ito:ITO_00101,Vision process,Emotion Recognition,2020,3,2
740,https://identifiers.org/ito:ITO_00101,Vision process,Emotion Recognition,2021,0,1
741,https://identifiers.org/ito:ITO_00101,Vision process,Emotion Recognition in Context,2019,0,1
742,https://identifiers.org/ito:ITO_00101,Vision process,Emotion Recognition in Context,2020,1,1
743,https://identifiers.org/ito:ITO_00101,Vision process,Emotion Recognition in Context,2021,3,1
744,https://identifiers.org/ito:ITO_00101,Vision process,Emotion Recognition in Conversation,2017,0,9
745,https://identifiers.org/ito:ITO_00101,Vision process,Emotion Recognition in Conversation,2018,1,9
746,https://identifiers.org/ito:ITO_00101,Vision process,Emotion Recognition in Conversation,2019,1,8
747,https://identifiers.org/ito:ITO_00101,Vision process,Emotion Recognition in Conversation,2019,0,3
748,https://identifiers.org/ito:ITO_00101,Vision process,Emotion Recognition in Conversation,2019,2,1
749,https://identifiers.org/ito:ITO_00101,Vision process,Emotion Recognition in Conversation,2020,1,7
750,https://identifiers.org/ito:ITO_00101,Vision process,Emotion Recognition in Conversation,2020,0,3
751,https://identifiers.org/ito:ITO_00101,Vision process,Emotion Recognition in Conversation,2020,2,2
752,https://identifiers.org/ito:ITO_00101,Vision process,Emotion Recognition in Conversation,2020,3,1
753,https://identifiers.org/ito:ITO_00101,Vision process,Emotion Recognition in Conversation,2021,1,5
754,https://identifiers.org/ito:ITO_00101,Vision process,Emotion Recognition in Conversation,2021,2,5
755,https://identifiers.org/ito:ITO_00101,Vision process,Emotion Recognition in Conversation,2021,3,4
756,https://identifiers.org/ito:ITO_00101,Vision process,Emotion-Cause Pair Extraction,2019,0,1
757,https://identifiers.org/ito:ITO_00101,Vision process,Emotion-Cause Pair Extraction,2020,0,1
758,https://identifiers.org/ito:ITO_00101,Vision process,Emotion-Cause Pair Extraction,2020,1,1
759,https://identifiers.org/ito:ITO_00101,Vision process,Emotion-Cause Pair Extraction,2021,3,2
760,https://identifiers.org/ito:ITO_00101,Vision process,Event data classification,2020,0,1
761,https://identifiers.org/ito:ITO_00101,Vision process,Event data classification,2021,3,1
762,https://identifiers.org/ito:ITO_00101,Vision process,Event-based vision,2020,0,1
763,https://identifiers.org/ito:ITO_00101,Vision process,Event-based vision,2021,3,1
764,https://identifiers.org/ito:ITO_00101,Vision process,Face Alignment,2014,0,1
765,https://identifiers.org/ito:ITO_00101,Vision process,Face Alignment,2015,0,4
766,https://identifiers.org/ito:ITO_00101,Vision process,Face Alignment,2015,1,1
767,https://identifiers.org/ito:ITO_00101,Vision process,Face Alignment,2016,0,4
768,https://identifiers.org/ito:ITO_00101,Vision process,Face Alignment,2017,0,8
769,https://identifiers.org/ito:ITO_00101,Vision process,Face Alignment,2017,3,4
770,https://identifiers.org/ito:ITO_00101,Vision process,Face Alignment,2017,1,3
771,https://identifiers.org/ito:ITO_00101,Vision process,Face Alignment,2017,2,2
772,https://identifiers.org/ito:ITO_00101,Vision process,Face Alignment,2018,1,5
773,https://identifiers.org/ito:ITO_00101,Vision process,Face Alignment,2018,0,4
774,https://identifiers.org/ito:ITO_00101,Vision process,Face Alignment,2018,2,4
775,https://identifiers.org/ito:ITO_00101,Vision process,Face Alignment,2018,3,2
776,https://identifiers.org/ito:ITO_00101,Vision process,Face Alignment,2019,0,8
777,https://identifiers.org/ito:ITO_00101,Vision process,Face Alignment,2019,2,5
778,https://identifiers.org/ito:ITO_00101,Vision process,Face Alignment,2019,1,4
779,https://identifiers.org/ito:ITO_00101,Vision process,Face Alignment,2019,3,4
780,https://identifiers.org/ito:ITO_00101,Vision process,Face Alignment,2020,3,11
781,https://identifiers.org/ito:ITO_00101,Vision process,Face Alignment,2020,2,5
782,https://identifiers.org/ito:ITO_00101,Vision process,Face Alignment,2020,0,3
783,https://identifiers.org/ito:ITO_00101,Vision process,Face Alignment,2020,1,3
784,https://identifiers.org/ito:ITO_00101,Vision process,Face Alignment,2021,3,11
785,https://identifiers.org/ito:ITO_00101,Vision process,Face Alignment,2021,0,4
786,https://identifiers.org/ito:ITO_00101,Vision process,Face Anonymization,2019,0,1
787,https://identifiers.org/ito:ITO_00101,Vision process,Face Anonymization,2020,3,1
788,https://identifiers.org/ito:ITO_00101,Vision process,Face Anti-Spoofing,2014,0,2
789,https://identifiers.org/ito:ITO_00101,Vision process,Face Anti-Spoofing,2015,0,2
790,https://identifiers.org/ito:ITO_00101,Vision process,Face Anti-Spoofing,2015,1,1
791,https://identifiers.org/ito:ITO_00101,Vision process,Face Anti-Spoofing,2019,1,3
792,https://identifiers.org/ito:ITO_00101,Vision process,Face Anti-Spoofing,2019,0,1
793,https://identifiers.org/ito:ITO_00101,Vision process,Face Anti-Spoofing,2019,2,1
794,https://identifiers.org/ito:ITO_00101,Vision process,Face Anti-Spoofing,2020,3,5
795,https://identifiers.org/ito:ITO_00101,Vision process,Face Anti-Spoofing,2020,0,1
796,https://identifiers.org/ito:ITO_00101,Vision process,Face Anti-Spoofing,2021,3,1
797,https://identifiers.org/ito:ITO_00101,Vision process,Face Detection,2014,0,5
798,https://identifiers.org/ito:ITO_00101,Vision process,Face Detection,2015,1,2
799,https://identifiers.org/ito:ITO_00101,Vision process,Face Detection,2016,1,5
800,https://identifiers.org/ito:ITO_00101,Vision process,Face Detection,2016,0,1
801,https://identifiers.org/ito:ITO_00101,Vision process,Face Detection,2017,1,6
802,https://identifiers.org/ito:ITO_00101,Vision process,Face Detection,2018,1,6
803,https://identifiers.org/ito:ITO_00101,Vision process,Face Detection,2019,1,3
804,https://identifiers.org/ito:ITO_00101,Vision process,Face Detection,2019,3,2
805,https://identifiers.org/ito:ITO_00101,Vision process,Face Detection,2019,2,1
806,https://identifiers.org/ito:ITO_00101,Vision process,Face Detection,2020,2,2
807,https://identifiers.org/ito:ITO_00101,Vision process,Face Detection,2020,1,1
808,https://identifiers.org/ito:ITO_00101,Vision process,Face Detection,2020,3,1
809,https://identifiers.org/ito:ITO_00101,Vision process,Face Detection,2021,3,3
810,https://identifiers.org/ito:ITO_00101,Vision process,Face Hallucination,2017,0,3
811,https://identifiers.org/ito:ITO_00101,Vision process,Face Hallucination,2018,1,2
812,https://identifiers.org/ito:ITO_00101,Vision process,Face Hallucination,2018,2,1
813,https://identifiers.org/ito:ITO_00101,Vision process,Face Hallucination,2020,1,3
814,https://identifiers.org/ito:ITO_00101,Vision process,Face Hallucination,2021,3,3
815,https://identifiers.org/ito:ITO_00101,Vision process,Face Identification,2015,0,1
816,https://identifiers.org/ito:ITO_00101,Vision process,Face Identification,2016,0,1
817,https://identifiers.org/ito:ITO_00101,Vision process,Face Identification,2017,0,2
818,https://identifiers.org/ito:ITO_00101,Vision process,Face Identification,2017,1,2
819,https://identifiers.org/ito:ITO_00101,Vision process,Face Identification,2018,1,3
820,https://identifiers.org/ito:ITO_00101,Vision process,Face Identification,2018,3,1
821,https://identifiers.org/ito:ITO_00101,Vision process,Face Identification,2019,3,2
822,https://identifiers.org/ito:ITO_00101,Vision process,Face Identification,2020,1,1
823,https://identifiers.org/ito:ITO_00101,Vision process,Face Identification,2021,3,1
824,https://identifiers.org/ito:ITO_00101,Vision process,Face Parsing,2021,0,1
825,https://identifiers.org/ito:ITO_00101,Vision process,Face Presentation Attack Detection,2019,0,1
826,https://identifiers.org/ito:ITO_00101,Vision process,Face Presentation Attack Detection,2020,0,1
827,https://identifiers.org/ito:ITO_00101,Vision process,Face Presentation Attack Detection,2020,1,1
828,https://identifiers.org/ito:ITO_00101,Vision process,Face Presentation Attack Detection,2021,3,2
829,https://identifiers.org/ito:ITO_00101,Vision process,Face Quality Assessement,2020,0,2
830,https://identifiers.org/ito:ITO_00101,Vision process,Face Quality Assessement,2021,3,2
831,https://identifiers.org/ito:ITO_00101,Vision process,Face Recognition,2016,0,2
832,https://identifiers.org/ito:ITO_00101,Vision process,Face Recognition,2018,0,3
833,https://identifiers.org/ito:ITO_00101,Vision process,Face Recognition,2019,3,3
834,https://identifiers.org/ito:ITO_00101,Vision process,Face Recognition,2020,0,5
835,https://identifiers.org/ito:ITO_00101,Vision process,Face Recognition,2020,1,2
836,https://identifiers.org/ito:ITO_00101,Vision process,Face Recognition,2021,3,7
837,https://identifiers.org/ito:ITO_00101,Vision process,Face Sketch Synthesis,2017,0,8
838,https://identifiers.org/ito:ITO_00101,Vision process,Face Sketch Synthesis,2018,3,4
839,https://identifiers.org/ito:ITO_00101,Vision process,Face Sketch Synthesis,2018,1,3
840,https://identifiers.org/ito:ITO_00101,Vision process,Face Sketch Synthesis,2018,0,2
841,https://identifiers.org/ito:ITO_00101,Vision process,Face Sketch Synthesis,2018,2,1
842,https://identifiers.org/ito:ITO_00101,Vision process,Face Sketch Synthesis,2019,3,6
843,https://identifiers.org/ito:ITO_00101,Vision process,Face Swapping,2020,0,5
844,https://identifiers.org/ito:ITO_00101,Vision process,Face Swapping,2021,3,4
845,https://identifiers.org/ito:ITO_00101,Vision process,Face Swapping,2021,0,2
846,https://identifiers.org/ito:ITO_00101,Vision process,Face Swapping,2021,2,1
847,https://identifiers.org/ito:ITO_00101,Vision process,Face Verification,2009,0,1
848,https://identifiers.org/ito:ITO_00101,Vision process,Face Verification,2014,0,2
849,https://identifiers.org/ito:ITO_00101,Vision process,Face Verification,2014,1,1
850,https://identifiers.org/ito:ITO_00101,Vision process,Face Verification,2015,0,3
851,https://identifiers.org/ito:ITO_00101,Vision process,Face Verification,2015,1,2
852,https://identifiers.org/ito:ITO_00101,Vision process,Face Verification,2015,3,1
853,https://identifiers.org/ito:ITO_00101,Vision process,Face Verification,2016,2,2
854,https://identifiers.org/ito:ITO_00101,Vision process,Face Verification,2016,0,1
855,https://identifiers.org/ito:ITO_00101,Vision process,Face Verification,2016,1,1
856,https://identifiers.org/ito:ITO_00101,Vision process,Face Verification,2017,0,11
857,https://identifiers.org/ito:ITO_00101,Vision process,Face Verification,2017,1,4
858,https://identifiers.org/ito:ITO_00101,Vision process,Face Verification,2017,2,2
859,https://identifiers.org/ito:ITO_00101,Vision process,Face Verification,2018,1,9
860,https://identifiers.org/ito:ITO_00101,Vision process,Face Verification,2018,2,4
861,https://identifiers.org/ito:ITO_00101,Vision process,Face Verification,2018,3,3
862,https://identifiers.org/ito:ITO_00101,Vision process,Face Verification,2018,0,1
863,https://identifiers.org/ito:ITO_00101,Vision process,Face Verification,2019,1,8
864,https://identifiers.org/ito:ITO_00101,Vision process,Face Verification,2019,2,4
865,https://identifiers.org/ito:ITO_00101,Vision process,Face Verification,2019,0,3
866,https://identifiers.org/ito:ITO_00101,Vision process,Face Verification,2019,3,3
867,https://identifiers.org/ito:ITO_00101,Vision process,Face Verification,2020,3,12
868,https://identifiers.org/ito:ITO_00101,Vision process,Face Verification,2020,1,3
869,https://identifiers.org/ito:ITO_00101,Vision process,Face Verification,2020,0,1
870,https://identifiers.org/ito:ITO_00101,Vision process,Face Verification,2021,3,3
871,https://identifiers.org/ito:ITO_00101,Vision process,Face Verification,2021,1,1
872,https://identifiers.org/ito:ITO_00101,Vision process,Facial Action Unit Detection,2017,0,2
873,https://identifiers.org/ito:ITO_00101,Vision process,Facial Action Unit Detection,2018,3,2
874,https://identifiers.org/ito:ITO_00101,Vision process,Facial Attribute Classification,2019,0,3
875,https://identifiers.org/ito:ITO_00101,Vision process,Facial Attribute Classification,2020,3,3
876,https://identifiers.org/ito:ITO_00101,Vision process,Facial Beauty Prediction,2018,0,2
877,https://identifiers.org/ito:ITO_00101,Vision process,Facial Beauty Prediction,2019,3,2
878,https://identifiers.org/ito:ITO_00101,Vision process,Facial Expression Recognition,2013,0,1
879,https://identifiers.org/ito:ITO_00101,Vision process,Facial Expression Recognition,2015,0,2
880,https://identifiers.org/ito:ITO_00101,Vision process,Facial Expression Recognition,2016,0,3
881,https://identifiers.org/ito:ITO_00101,Vision process,Facial Expression Recognition,2016,2,1
882,https://identifiers.org/ito:ITO_00101,Vision process,Facial Expression Recognition,2017,0,3
883,https://identifiers.org/ito:ITO_00101,Vision process,Facial Expression Recognition,2018,0,3
884,https://identifiers.org/ito:ITO_00101,Vision process,Facial Expression Recognition,2018,1,1
885,https://identifiers.org/ito:ITO_00101,Vision process,Facial Expression Recognition,2018,3,1
886,https://identifiers.org/ito:ITO_00101,Vision process,Facial Expression Recognition,2019,1,7
887,https://identifiers.org/ito:ITO_00101,Vision process,Facial Expression Recognition,2019,0,3
888,https://identifiers.org/ito:ITO_00101,Vision process,Facial Expression Recognition,2019,2,2
889,https://identifiers.org/ito:ITO_00101,Vision process,Facial Expression Recognition,2019,3,2
890,https://identifiers.org/ito:ITO_00101,Vision process,Facial Expression Recognition,2020,1,4
891,https://identifiers.org/ito:ITO_00101,Vision process,Facial Expression Recognition,2020,3,4
892,https://identifiers.org/ito:ITO_00101,Vision process,Facial Expression Recognition,2020,0,2
893,https://identifiers.org/ito:ITO_00101,Vision process,Facial Expression Recognition,2021,1,5
894,https://identifiers.org/ito:ITO_00101,Vision process,Facial Expression Recognition,2021,2,3
895,https://identifiers.org/ito:ITO_00101,Vision process,Facial Expression Recognition,2021,0,2
896,https://identifiers.org/ito:ITO_00101,Vision process,Facial Expression Recognition,2021,3,2
897,https://identifiers.org/ito:ITO_00101,Vision process,Facial Inpainting,2018,0,2
898,https://identifiers.org/ito:ITO_00101,Vision process,Facial Inpainting,2019,3,2
899,https://identifiers.org/ito:ITO_00101,Vision process,Facial Inpainting,2020,0,3
900,https://identifiers.org/ito:ITO_00101,Vision process,Facial Inpainting,2021,3,3
901,https://identifiers.org/ito:ITO_00101,Vision process,Facial Landmark Detection,2015,0,1
902,https://identifiers.org/ito:ITO_00101,Vision process,Facial Landmark Detection,2017,0,1
903,https://identifiers.org/ito:ITO_00101,Vision process,Facial Landmark Detection,2017,2,1
904,https://identifiers.org/ito:ITO_00101,Vision process,Facial Landmark Detection,2018,0,4
905,https://identifiers.org/ito:ITO_00101,Vision process,Facial Landmark Detection,2018,1,1
906,https://identifiers.org/ito:ITO_00101,Vision process,Facial Landmark Detection,2018,3,1
907,https://identifiers.org/ito:ITO_00101,Vision process,Facial Landmark Detection,2019,3,2
908,https://identifiers.org/ito:ITO_00101,Vision process,Facial Landmark Detection,2019,0,1
909,https://identifiers.org/ito:ITO_00101,Vision process,Facial Landmark Detection,2019,1,1
910,https://identifiers.org/ito:ITO_00101,Vision process,Facial Landmark Detection,2019,2,1
911,https://identifiers.org/ito:ITO_00101,Vision process,Facial Landmark Detection,2020,3,2
