,ds_count,task,ds,date,model_label,value,percent_of_max_sota,gain,ratio,max_sota,percent_of_max_metric,merge
216,1,Chinese Word Segmentation,PKU,2019-01,Glyce + BERT,96.7,100.0,96.7,1.0,96.7,0.98,F1
217,1,Chinese Word Segmentation,CITYU,2019-01,Glyce + BERT,97.9,100.0,97.9,1.0,97.9,0.99,F1
218,1,Chinese Named Entity Recognition,OntoNotes,2019-01,Glyce + BERT,80.62,100.0,80.62,1.0,80.62,0.82,F1
219,1,Document Classification,Reuters-21578,2019-02,VLAWE,89.3,100.0,89.3,1.0,89.3,0.91,F1
220,1,Sentence Classification,ScienceCite,2019-03,SciBERT (SciVocab),84.99,100.0,84.99,1.0,84.99,0.86,F1
221,1,Relation Extraction,SciERC,2019-03,SciBERT (SciVocab),74.64,100.0,74.64,1.0,74.64,0.76,F1
222,1,Sentence Classification,Paper Field,2019-03,SciBERT (SciVocab),64.07,100.0,64.07,1.0,64.07,0.65,F1
223,1,Named Entity Recognition,WetLab,2019-04,BiLSTM-CRF with ELMo,79.62,100.0,79.62,1.0,79.62,0.81,F1
224,1,Speech Emotion Recognition,IEMOCAP,2019-04,Ensemble (Random Forests + Gradient Boosted Trees + Multi Layer Perceptron + Multinomial Naive Bayes + Logistic Regression) / (A+T),0.718,100.0,0.718,1.0,0.718,0.01,F1
225,1,Document Classification,AAPD,2019-04,KD-LSTMreg,72.9,100.0,72.9,1.0,72.9,0.74,F1
226,1,Chinese Named Entity Recognition,MSRA Dev,2019-04,ERNIE,95.0,98.65,95.0,0.99,96.3,0.97,F1
227,1,Chinese Named Entity Recognition,MSRA Dev,2019-07,ERNIE 2.0 Large,96.3,100.0,1.3,0.01,96.3,0.98,F1
228,1,Relation Extraction,FewRel,2019-05,ERNIE,88.32,100.0,88.32,1.0,88.32,0.9,F1
229,1,Entity Typing,Open Entity,2019-05,ERNIE,75.56,100.0,75.56,1.0,75.56,0.77,F1
230,1,Relation Extraction,DocRED,2019-06,Context-Aware,50.7,84.63,50.7,0.85,59.91,0.52,F1
231,1,Relation Extraction,DocRED,2019-06,BiLSTM,51.06,85.23,0.4,0.01,59.91,0.52,F1
232,1,Relation Extraction,DocRED,2019-09,BERT-Two-Step,53.92,90.0,2.9,0.05,59.91,0.55,F1
233,1,Relation Extraction,DocRED,2020-03,HIN-BERT,55.6,92.81,1.7,0.03,59.91,0.57,F1
234,1,Relation Extraction,DocRED,2020-04,CorefRoBERTaLarge,59.91,100.0,4.3,0.07,59.91,0.61,F1
235,1,Sentiment Analysis,ChnSentiCorp Dev,2019-06,RoBERTa-wwm-ext-large,95.8,100.0,95.8,1.0,95.8,0.97,F1
236,1,Sentiment Analysis,ChnSentiCorp,2019-06,RoBERTa-wwm-ext-large,95.8,100.0,95.8,1.0,95.8,0.97,F1
237,1,Question Answering,NaturalQA,2019-07,SpanBERT,82.5,100.0,82.5,1.0,82.5,0.84,F1
238,1,Intent Detection,ATIS,2019-08,DELTA (BLSTM-CRF),0.952,100.0,0.952,1.0,0.952,0.01,F1
239,1,Named Entity Recognition,LINNAEUS,2019-08,BioFLAIR,87.02,100.0,87.02,1.0,87.02,0.88,F1
240,1,Named Entity Recognition,Species-800,2019-08,BioFLAIR,82.44,100.0,82.44,1.0,82.44,0.84,F1
241,1,Named Entity Recognition,Code-Switching English-Spanish NER,2019-09,HME (word + BPE + char),69.17,100.0,69.17,1.0,69.17,0.7,F1
242,1,Named Entity Recognition,ontontoes chinese v5,2019-09,DGLSTM-CRF,79.92,100.0,79.92,1.0,79.92,0.81,F1
243,1,Question Answering,ReCoRD,2019-10,T5-11B,93.3,100.0,93.3,1.0,93.3,0.95,F1
244,1,Natural Language Inference,CommitmentBank,2019-10,T5-11B,93.0,100.0,93,1.0,93,0.95,F1
245,1,Named Entity Recognition,French Treebank,2019-11,CamemBERT (subword masking),87.93,100.0,87.93,1.0,87.93,0.89,F1
246,1,Negation Scope Resolution,SFU Review Corpus,2019-11,NegBERT,90.95,99.67,90.95,1.0,91.25,0.92,F1
247,1,Negation Scope Resolution,SFU Review Corpus,2020-01,XLNet,91.25,100.0,0.3,0.0,91.25,0.93,F1
248,1,Negation Scope Resolution,_sem 2012 Shared Task: Sherlock Dataset,2019-11,NegBERT,92.36,100.0,92.36,1.0,92.36,0.94,F1
249,1,Negation Scope Resolution,BioScope : Abstracts,2019-11,NegBERT,95.68,99.94,95.68,1.0,95.74,0.97,F1
250,1,Negation Scope Resolution,BioScope : Abstracts,2020-01,XLNet,95.74,100.0,0.1,0.0,95.74,0.97,F1
251,1,Negation Scope Resolution,BioScope : Full Papers,2019-11,NegBERT,91.24,96.65,91.24,0.97,94.4,0.93,F1
252,1,Negation Scope Resolution,BioScope : Full Papers,2020-01,XLNet,94.4,100.0,3.2,0.03,94.4,0.96,F1
253,1,Intent Detection,ASOS.com user intent,2019-12,plain-LSTM,0.887,100.0,0.887,1.0,0.887,0.01,F1
254,1,Speculation Scope Resolution,BioScope : Full Papers,2020-01,XLNet,96.91,100.0,96.91,1.0,96.91,0.98,F1
255,1,Speculation Scope Resolution,SFU Review Corpus,2020-01,XLNet,91.0,100.0,91,1.0,91,0.92,F1
256,1,Speculation Scope Resolution,BioScope : Abstracts,2020-01,XLNet,97.87,100.0,97.87,1.0,97.87,0.99,F1
257,1,Sentiment Analysis,DBRD,2020-01,RobBERT,94.422,100.0,94.422,1.0,94.422,0.96,F1
258,1,Question Answering,FQuAD,2020-02,CamemBERTQA,88.0,100.0,88,1.0,88,0.89,F1
259,1,Named Entity Recognition,SoSciSoCi,2020-03,Bi-LSTM-CRF (SSC->GSC),0.82,100.0,0.82,1.0,0.82,0.01,F1
0,1,Sentiment Analysis,SST-2 Binary classification,2013-10,RNTN,85.4,87.68,85.4,0.88,97.4,0.86,Accuracy
1,1,Sentiment Analysis,SST-2 Binary classification,2014-08,CNN-MC [kim:13],88.1,90.45,2.7,0.03,97.4,0.88,Accuracy
2,1,Sentiment Analysis,SST-2 Binary classification,2015-06,DMN [ankit16],88.6,90.97,0.5,0.01,97.4,0.89,Accuracy
3,1,Sentiment Analysis,SST-2 Binary classification,2016-03,CNN + Logic rules,89.3,91.68,0.7,0.01,97.4,0.9,Accuracy
4,1,Sentiment Analysis,SST-2 Binary classification,2016-07,Neural Semantic Encoder,89.7,92.09,0.4,0.0,97.4,0.9,Accuracy
5,1,Sentiment Analysis,SST-2 Binary classification,2017-04,bmLSTM,91.8,94.25,2.1,0.02,97.4,0.92,Accuracy
6,1,Sentiment Analysis,SST-2 Binary classification,2017-12,Block-sparse LSTM,93.2,95.69,1.4,0.01,97.4,0.94,Accuracy
7,1,Sentiment Analysis,SST-2 Binary classification,2019-01,MT-DNN,95.6,98.15,2.4,0.02,97.4,0.96,Accuracy
8,1,Sentiment Analysis,SST-2 Binary classification,2019-06,XLNet (single model),97.0,99.59,1.4,0.01,97.4,0.97,Accuracy
9,1,Sentiment Analysis,SST-2 Binary classification,2019-09,ALBERT,97.1,99.69,0.1,0.0,97.4,0.97,Accuracy
10,1,Sentiment Analysis,SST-2 Binary classification,2019-10,T5-3B,97.4,100.0,0.3,0.0,97.4,0.98,Accuracy
11,1,Sentiment Analysis,SST-5 Fine-grained classification,2013-10,RNTN,45.7,82.34,45.7,0.82,55.5,0.46,Accuracy
12,1,Sentiment Analysis,SST-5 Fine-grained classification,2014-06,Epic,49.6,89.37,3.9,0.07,55.5,0.5,Accuracy
13,1,Sentiment Analysis,SST-5 Fine-grained classification,2015-02,Constituency Tree-LSTM,51.0,91.89,1.4,0.03,55.5,0.51,Accuracy
14,1,Sentiment Analysis,SST-5 Fine-grained classification,2017-08,BCN+Char+CoVe,53.7,96.76,2.7,0.05,55.5,0.54,Accuracy
15,1,Sentiment Analysis,SST-5 Fine-grained classification,2018-02,BCN+ELMo,54.7,98.56,1.0,0.02,55.5,0.55,Accuracy
16,1,Sentiment Analysis,SST-5 Fine-grained classification,2019-10,BERT Large,55.5,100.0,0.8,0.01,55.5,0.56,Accuracy
17,1,Semantic Textual Similarity,MRPC,2013-10,TF-KLD,80.4,86.08,80.4,0.86,93.4,0.81,Accuracy
18,1,Semantic Textual Similarity,MRPC,2019-05,ERNIE,88.2,94.43,7.8,0.08,93.4,0.89,Accuracy
19,1,Semantic Textual Similarity,MRPC,2019-06,XLNet (single model),90.8,97.22,2.6,0.03,93.4,0.91,Accuracy
20,1,Semantic Textual Similarity,MRPC,2019-07,SpanBERT,90.9,97.32,0.1,0.0,93.4,0.91,Accuracy
21,1,Semantic Textual Similarity,MRPC,2019-07,RoBERTa,92.3,98.82,1.4,0.01,93.4,0.93,Accuracy
22,1,Semantic Textual Similarity,MRPC,2019-09,ALBERT,93.4,100.0,1.1,0.01,93.4,0.94,Accuracy
23,1,Cross-Lingual Document Classification,Reuters RCV1/RCV2 English-to-German,2013-12,biCVM+,86.2,92.99,86.2,0.93,92.7,0.87,Accuracy
24,1,Cross-Lingual Document Classification,Reuters RCV1/RCV2 English-to-German,2014-04,Bi+,88.1,95.04,1.9,0.02,92.7,0.88,Accuracy
25,1,Cross-Lingual Document Classification,Reuters RCV1/RCV2 English-to-German,2014-12,Biinclusion (Euro500kReuters),92.7,100.0,4.6,0.05,92.7,0.93,Accuracy
26,1,Cross-Lingual Document Classification,Reuters RCV1/RCV2 German-to-English,2013-12,biCVM+,76.9,91.11,76.9,0.91,84.4,0.77,Accuracy
27,1,Cross-Lingual Document Classification,Reuters RCV1/RCV2 German-to-English,2014-04,Bi+,79.2,93.84,2.3,0.03,84.4,0.8,Accuracy
28,1,Cross-Lingual Document Classification,Reuters RCV1/RCV2 German-to-English,2014-12,Biinclusion (Euro500kReuters),84.4,100.0,5.2,0.06,84.4,0.85,Accuracy
29,1,Document Classification,Cora,2014-03,DeepWalk,67.2,80.48,67.2,0.8,83.5,0.67,Accuracy
30,1,Document Classification,Cora,2016-03,Planetoid*,75.7,90.66,8.5,0.1,83.5,0.76,Accuracy
31,1,Document Classification,Cora,2016-09,Graph-CNN,81.5,97.6,5.8,0.07,83.5,0.82,Accuracy
32,1,Document Classification,Cora,2016-11,MoNet,81.7,97.84,0.2,0.0,83.5,0.82,Accuracy
33,1,Document Classification,Cora,2017-10,GAT,83.0,99.4,1.3,0.02,83.5,0.83,Accuracy
34,1,Document Classification,Cora,2018-08,LGCN,83.3,99.76,0.3,0.0,83.5,0.84,Accuracy
35,1,Document Classification,Cora,2019-04,ACNet,83.5,100.0,0.2,0.0,83.5,0.84,Accuracy
36,1,Question Answering,Reverb,2014-04,Weakly Supervised Embeddings,73.0,100.0,73,1.0,73,0.73,Accuracy
37,1,Text Classification,IMDb,2014-05,Paragraph Vectors Le & Mikolov (2014),92.58,95.64,92.58,0.96,96.8,0.93,Accuracy
38,1,Text Classification,IMDb,2019-01,HAHNN (CNN),95.17,98.32,2.6,0.03,96.8,0.96,Accuracy
39,1,Text Classification,IMDb,2019-04,BERT Finetune + UDA,95.8,98.97,0.6,0.01,96.8,0.96,Accuracy
40,1,Text Classification,IMDb,2019-06,XLNet,96.8,100.0,1.0,0.01,96.8,0.97,Accuracy
41,1,Document Classification,Reuters En-De,2014-10,BilBOWA,86.5,100.0,86.5,1.0,86.5,0.87,Accuracy
42,1,Document Classification,Reuters De-En,2014-10,BilBOWA,75.0,100.0,75,1.0,75,0.75,Accuracy
43,1,Semantic Parsing,ATIS,2014-11,"ZH15 (Zhao and Huang, 2015)",84.2,97.68,84.2,0.98,86.2,0.85,Accuracy
44,1,Semantic Parsing,ATIS,2017-04,"ASN (Rabinovich et al., 2017)",85.3,98.96,1.1,0.01,86.2,0.86,Accuracy
45,1,Semantic Parsing,ATIS,2018-10,Tranx,86.2,100.0,0.9,0.01,86.2,0.87,Accuracy
46,1,Sentiment Analysis,IMDb,2014-12,seq2-bown-CNN,92.33,94.79,92.33,0.95,97.4,0.93,Accuracy
47,1,Sentiment Analysis,IMDb,2016-02,oh-LSTM,94.1,96.61,1.8,0.02,97.4,0.94,Accuracy
48,1,Sentiment Analysis,IMDb,2017-12,Block-sparse LSTM,94.99,97.53,0.9,0.01,97.4,0.95,Accuracy
49,1,Sentiment Analysis,IMDb,2018-01,ULMFiT,95.4,97.95,0.4,0.0,97.4,0.96,Accuracy
50,1,Sentiment Analysis,IMDb,2019-02,L MIXED,95.68,98.23,0.3,0.0,97.4,0.96,Accuracy
51,1,Sentiment Analysis,IMDb,2019-04,BERT large finetune UDA,95.8,98.36,0.1,0.0,97.4,0.96,Accuracy
52,1,Sentiment Analysis,IMDb,2019-06,GraphStar,96.0,98.56,0.2,0.0,97.4,0.96,Accuracy
53,1,Sentiment Analysis,IMDb,2019-07,NB-weighted-BON + dv-cosine,97.4,100.0,1.4,0.01,97.4,0.98,Accuracy
54,1,Subjectivity Analysis,SUBJ,2015-04,AdaSent,95.5,100.0,95.5,1.0,95.5,0.96,Accuracy
55,1,Part-Of-Speech Tagging,Penn Treebank,2015-08,Bi-LSTM,97.36,99.39,97.36,0.99,97.96,0.98,Accuracy
56,1,Part-Of-Speech Tagging,Penn Treebank,2015-08,Char Bi-LSTM,97.78,99.82,0.4,0.0,97.96,0.98,Accuracy
57,1,Part-Of-Speech Tagging,Penn Treebank,2018-05,Meta BiLSTM,97.96,100.0,0.2,0.0,97.96,0.98,Accuracy
58,1,Machine Translation,20NEWS,2015-08,12,1.0,100.0,1,1.0,1,0.01,Accuracy
59,1,Entity Linking,AIDA-CoNLL,2016-01,Wikipedia2Vec-GBRT,93.1,98.31,93.1,0.98,94.7,0.93,Accuracy
60,1,Entity Linking,AIDA-CoNLL,2017-05,NTEE,94.7,100.0,1.6,0.02,94.7,0.95,Accuracy
61,1,Text Classification,RCV1,2016-02,One-hot CNN+ Johnson & Zhang ([2016b]),94.13,100.0,94.13,1.0,94.13,0.95,Accuracy
62,1,Dialog Act Classification,Switchboard corpus,2016-03,CNN[[Lee and Dernoncourt2016]],73.1,89.91,73.1,0.9,81.3,0.73,Accuracy
63,1,Dialog Act Classification,Switchboard corpus,2017-09,Bi-LSTM-CRF,79.2,97.42,6.1,0.08,81.3,0.8,Accuracy
64,1,Dialog Act Classification,Switchboard corpus,2017-11,CRF-ASN,81.3,100.0,2.1,0.03,81.3,0.82,Accuracy
65,1,Question Answering,MCTest-160,2016-03,"syntax, frame, coreference, and word embedding features",75.27,100.0,75.27,1.0,75.27,0.76,Accuracy
66,1,Question Answering,MCTest-500,2016-03,Parallel-Hierarchical,71.0,100.0,71.0,1.0,71.0,0.71,Accuracy
67,1,Question Answering,Story Cloze Test,2016-06,Memory chains and semantic supervision,78.7,100.0,78.7,1.0,78.7,0.79,Accuracy
68,1,Phrase Grounding,Flickr30k Entities Test,2016-06,MCB,48.69,100.0,48.69,1.0,48.69,0.49,Accuracy
69,1,Phrase Grounding,ReferIt,2016-06,MCB,28.91,100.0,28.91,1.0,28.91,0.29,Accuracy
70,1,Sentiment Analysis,Amazon Review Polarity,2016-07,FastText,94.6,97.16,94.6,0.97,97.37,0.95,Accuracy
71,1,Sentiment Analysis,Amazon Review Polarity,2017-07,DPCNN,96.68,99.29,2.1,0.02,97.37,0.97,Accuracy
72,1,Sentiment Analysis,Amazon Review Polarity,2019-04,BERT large,97.37,100.0,0.7,0.01,97.37,0.98,Accuracy
73,1,Sentiment Analysis,Sogou News,2016-07,"fastText, h=10, bigram",96.8,100.0,96.8,1.0,96.8,0.97,Accuracy
74,1,Text Classification,Yahoo! Answers,2016-07,FastText,72.3,93.15,72.3,0.93,77.62,0.73,Accuracy
75,1,Text Classification,Yahoo! Answers,2018-05,SWEM-concat,73.53,94.73,1.2,0.02,77.62,0.74,Accuracy
76,1,Text Classification,Yahoo! Answers,2018-07,DRNN,76.26,98.25,2.7,0.03,77.62,0.77,Accuracy
77,1,Text Classification,Yahoo! Answers,2019-05,BERT-ITPT-FiT,77.62,100.0,1.4,0.02,77.62,0.78,Accuracy
78,1,Sentiment Analysis,Amazon Review Full,2016-07,FastText,60.2,91.45,60.2,0.91,65.83,0.6,Accuracy
79,1,Sentiment Analysis,Amazon Review Full,2017-07,DPCNN,65.19,99.03,5.0,0.08,65.83,0.65,Accuracy
80,1,Sentiment Analysis,Amazon Review Full,2019-04,BERT large,65.83,100.0,0.6,0.01,65.83,0.66,Accuracy
81,1,Sentiment Analysis,MR,2017-02,GRU-RNN-WORD2VEC,78.26,90.16,78.26,0.9,86.8,0.79,Accuracy
82,1,Sentiment Analysis,MR,2018-02,RNN-Capsule,83.8,96.54,5.5,0.06,86.8,0.84,Accuracy
83,1,Sentiment Analysis,MR,2018-05,byte mLSTM7,86.8,100.0,3.0,0.03,86.8,0.87,Accuracy
84,1,Paraphrase Identification,Quora Question Pairs,2017-02,BiMPM,88.17,98.4,88.17,0.98,89.6,0.89,Accuracy
85,1,Paraphrase Identification,Quora Question Pairs,2017-04,pt-DecAtt,88.4,98.66,0.2,0.0,89.6,0.89,Accuracy
86,1,Paraphrase Identification,Quora Question Pairs,2017-09,DIIN,89.06,99.4,0.7,0.01,89.6,0.89,Accuracy
87,1,Paraphrase Identification,Quora Question Pairs,2019-01,MT-DNN,89.6,100.0,0.5,0.01,89.6,0.9,Accuracy
88,1,Stance Detection,RumourEval,2017-04,Kochkina et al. 2017,0.784,100.0,0.784,1.0,0.784,0.01,Accuracy
89,1,Cross-Lingual Natural Language Inference,XNLI Zero-Shot English-to-German,2017-05,X-BiLSTM,67.7,96.03,67.7,0.96,70.5,0.68,Accuracy
90,1,Cross-Lingual Natural Language Inference,XNLI Zero-Shot English-to-German,2018-10,BERT,70.5,100.0,2.8,0.04,70.5,0.71,Accuracy
91,1,Cross-Lingual Natural Language Inference,XNLI Zero-Shot English-to-French,2017-05,X-BiLSTM,67.7,100.0,67.7,1.0,67.7,0.68,Accuracy
92,1,Cross-Lingual Natural Language Inference,XNLI Zero-Shot English-to-Spanish,2017-05,X-BiLSTM,68.7,92.46,68.7,0.92,74.3,0.69,Accuracy
93,1,Cross-Lingual Natural Language Inference,XNLI Zero-Shot English-to-Spanish,2018-10,BERT,74.3,100.0,5.6,0.08,74.3,0.75,Accuracy
94,1,Multimodal Emotion Recognition,Monologue,2017-07,bc-LSTM,74.1,100.0,74.1,1.0,74.1,0.74,Accuracy
95,1,Multimodal Sentiment Analysis,MOSI,2017-07,bc-LSTM,80.3,97.56,80.3,0.98,82.31,0.81,Accuracy
96,1,Multimodal Sentiment Analysis,MOSI,2018-10,MMMU-BA,82.31,100.0,2.0,0.02,82.31,0.83,Accuracy
97,1,Text Classification,Ohsumed,2017-07,CNN+Lowercased,36.2,52.85,36.2,0.53,68.5,0.36,Accuracy
98,1,Text Classification,Ohsumed,2018-09,Text GCN,68.36,99.8,32.2,0.47,68.5,0.69,Accuracy
99,1,Text Classification,Ohsumed,2019-02,SGCN,68.5,100.0,0.1,0.0,68.5,0.69,Accuracy
100,1,Document Classification,WOS-5736,2017-09,HDLTex,90.93,97.18,90.93,0.97,93.57,0.91,Accuracy
101,1,Document Classification,WOS-5736,2018-05,RMDL (30 RDLs),93.57,100.0,2.6,0.03,93.57,0.94,Accuracy
102,1,Document Classification,WOS-11967,2017-09,HDLTex,86.07,93.97,86.07,0.94,91.59,0.86,Accuracy
103,1,Document Classification,WOS-11967,2018-05,RMDL (30 RDLs),91.59,100.0,5.5,0.06,91.59,0.92,Accuracy
104,1,Document Classification,WOS-46985,2017-09,HDLTex,76.58,92.91,76.58,0.93,82.42,0.77,Accuracy
105,1,Document Classification,WOS-46985,2018-05,RMDL (30 RDLs),82.42,100.0,5.8,0.07,82.42,0.83,Accuracy
106,1,Lexical Normalization,LexNorm,2017-10,MoNoise,87.63,100.0,87.63,1.0,87.63,0.88,Accuracy
107,1,Sentiment Analysis,CR,2017-12,Block-sparse LSTM,92.2,100.0,92.2,1.0,92.2,0.93,Accuracy
108,1,Natural Language Inference,SciTail,2017-12,CAFE,83.3,88.52,83.3,0.89,94.1,0.84,Accuracy
109,1,Natural Language Inference,SciTail,2018-08,Hierarchical BiLSTM Max Pooling,86.0,91.39,2.7,0.03,94.1,0.86,Accuracy
110,1,Natural Language Inference,SciTail,2018-10,BERT,92.0,97.77,6.0,0.06,94.1,0.92,Accuracy
111,1,Natural Language Inference,SciTail,2019-01,MT-DNN,94.1,100.0,2.1,0.02,94.1,0.94,Accuracy
112,1,Sentiment Analysis,MPQA,2018-03,USE_T+DAN (w2v w.e.) ,88.14,98.12,88.14,0.98,89.83,0.89,Accuracy
113,1,Sentiment Analysis,MPQA,2018-05,byte mLSTM7,88.8,98.85,0.7,0.01,89.83,0.89,Accuracy
114,1,Sentiment Analysis,MPQA,2019-05,STM+TSED+PT+2L,89.83,100.0,1.0,0.01,89.83,0.9,Accuracy
115,1,Text Classification,20NEWS,2018-05,RMDL (15 RDLs),87.91,99.33,87.91,0.99,88.5,0.88,Accuracy
116,1,Text Classification,20NEWS,2019-02,SGC,88.5,100.0,0.6,0.01,88.5,0.89,Accuracy
117,1,Document Classification,Reuters-21578,2018-05,RMDL (30 RDLs),90.69,93.07,90.69,0.93,97.44,0.91,Accuracy
118,1,Document Classification,Reuters-21578,2019-04,ApproxRepSet,97.17,99.72,6.5,0.07,97.44,0.98,Accuracy
119,1,Document Classification,Reuters-21578,2019-08,MPAD-path,97.44,100.0,0.3,0.0,97.44,0.98,Accuracy
120,1,Semantic Parsing,Geo,2018-05,coarse2fine,88.2,100.0,88.2,1.0,88.2,0.89,Accuracy
121,1,Cross-Lingual Document Classification,MLDoc Zero-Shot English-to-German,2018-05,MultiCCA + CNN,81.2,83.75,81.2,0.84,96.95,0.82,Accuracy
122,1,Cross-Lingual Document Classification,MLDoc Zero-Shot English-to-German,2018-12,Massively Multilingual Sentence Embeddings,84.78,87.45,3.6,0.04,96.95,0.85,Accuracy
123,1,Cross-Lingual Document Classification,MLDoc Zero-Shot English-to-German,2019-09,"MultiFiT, pseudo",91.62,94.5,6.8,0.07,96.95,0.92,Accuracy
124,1,Cross-Lingual Document Classification,MLDoc Zero-Shot English-to-German,2019-09,XLMft UDA,96.95,100.0,5.3,0.05,96.95,0.97,Accuracy
125,1,Paraphrase Identification,MSRP,2018-05,SWEM-concat,71.5,100.0,71.5,1.0,71.5,0.72,Accuracy
126,1,Cross-Lingual Document Classification,MLDoc Zero-Shot English-to-Chinese,2018-05,MultiCCA + CNN,74.73,80.08,74.73,0.8,93.32,0.75,Accuracy
127,1,Cross-Lingual Document Classification,MLDoc Zero-Shot English-to-Chinese,2019-09,"MultiFiT, pseudo",82.48,88.38,7.8,0.08,93.32,0.83,Accuracy
128,1,Cross-Lingual Document Classification,MLDoc Zero-Shot English-to-Chinese,2019-09,XLMft UDA,93.32,100.0,10.8,0.12,93.32,0.94,Accuracy
129,1,Cross-Lingual Document Classification,MLDoc Zero-Shot German-to-French,2018-05,BiLSTM (Europarl),75.45,100.0,75.45,1.0,75.45,0.76,Accuracy
130,1,Cross-Lingual Document Classification,MLDoc Zero-Shot English-to-Spanish,2018-05,MultiCCA + CNN,72.5,74.9,72.5,0.75,96.8,0.73,Accuracy
131,1,Cross-Lingual Document Classification,MLDoc Zero-Shot English-to-Spanish,2018-12,Massively Multilingual Sentence Embeddings,77.33,79.89,4.8,0.05,96.8,0.78,Accuracy
132,1,Cross-Lingual Document Classification,MLDoc Zero-Shot English-to-Spanish,2019-09,"MultiFiT, pseudo",79.1,81.71,1.8,0.02,96.8,0.79,Accuracy
133,1,Cross-Lingual Document Classification,MLDoc Zero-Shot English-to-Spanish,2019-09,XLMft UDA,96.8,100.0,17.7,0.18,96.8,0.97,Accuracy
134,1,Cross-Lingual Document Classification,MLDoc Zero-Shot English-to-French,2018-05,BiLSTM (UN),74.52,77.58,74.52,0.78,96.05,0.75,Accuracy
135,1,Cross-Lingual Document Classification,MLDoc Zero-Shot English-to-French,2018-12,Massively Multilingual Sentence Embeddings,77.95,81.16,3.4,0.04,96.05,0.78,Accuracy
136,1,Cross-Lingual Document Classification,MLDoc Zero-Shot English-to-French,2019-09,"MultiFiT, pseudo",89.42,93.1,11.5,0.12,96.05,0.9,Accuracy
137,1,Cross-Lingual Document Classification,MLDoc Zero-Shot English-to-French,2019-09,XLMft UDA,96.05,100.0,6.6,0.07,96.05,0.96,Accuracy
138,1,Cross-Lingual Document Classification,MLDoc Zero-Shot English-to-Russian,2018-05,BiLSTM (UN),61.42,68.47,61.42,0.68,89.7,0.62,Accuracy
139,1,Cross-Lingual Document Classification,MLDoc Zero-Shot English-to-Russian,2018-12,Massively Multilingual Sentence Embeddings,67.78,75.56,6.4,0.07,89.7,0.68,Accuracy
140,1,Cross-Lingual Document Classification,MLDoc Zero-Shot English-to-Russian,2019-09,"MultiFiT, pseudo",67.83,75.62,0.0,0.0,89.7,0.68,Accuracy
141,1,Cross-Lingual Document Classification,MLDoc Zero-Shot English-to-Russian,2019-09,XLMft UDA,89.7,100.0,21.9,0.24,89.7,0.9,Accuracy
142,1,Cross-Lingual Document Classification,MLDoc Zero-Shot English-to-Japanese,2018-05,MultiCCA + CNN,67.63,97.21,67.63,0.97,69.57,0.68,Accuracy
143,1,Cross-Lingual Document Classification,MLDoc Zero-Shot English-to-Japanese,2019-09,"MultiFiT, pseudo",69.57,100.0,1.9,0.03,69.57,0.7,Accuracy
144,1,Cross-Lingual Document Classification,MLDoc Zero-Shot English-to-Italian,2018-05,MultiCCA + CNN,69.38,91.27,69.38,0.91,76.02,0.7,Accuracy
145,1,Cross-Lingual Document Classification,MLDoc Zero-Shot English-to-Italian,2018-12,Massively Multilingual Sentence Embeddings,69.43,91.33,0.1,0.0,76.02,0.7,Accuracy
146,1,Cross-Lingual Document Classification,MLDoc Zero-Shot English-to-Italian,2019-09,"MultiFiT, pseudo",76.02,100.0,6.6,0.09,76.02,0.76,Accuracy
147,1,Question Answering,Quora Question Pairs,2018-05,SWEM-concat,83.03,89.96,83.03,0.9,92.3,0.83,Accuracy
148,1,Question Answering,Quora Question Pairs,2019-06,XLNet (single model),92.3,100.0,9.3,0.1,92.3,0.93,Accuracy
149,1,Memex Question Answering,MemexQA,2018-06,FVTA,0.357,100.0,0.357,1.0,0.357,0.0,Accuracy
150,1,Entity Typing,Freebase FIGER,2018-06,TextEnt-full,37.4,100.0,37.4,1.0,37.4,0.38,Accuracy
151,1,Text Classification,R8,2018-06,TextEnt-full,96.7,98.77,96.7,0.99,97.9,0.97,Accuracy
152,1,Text Classification,R8,2018-09,Text GCN,97.07,99.15,0.4,0.0,97.9,0.97,Accuracy
153,1,Text Classification,R8,2019-02,SGC,97.2,99.28,0.1,0.0,97.9,0.98,Accuracy
154,1,Text Classification,R8,2019-06,GraphStar,97.4,99.49,0.2,0.0,97.9,0.98,Accuracy
155,1,Text Classification,R8,2019-09,NABoE-full,97.9,100.0,0.5,0.01,97.9,0.98,Accuracy
156,1,Text-To-Speech Synthesis,LJSpeech,2018-06,tacotron,12.0,100.0,12,1.0,12,0.12,Accuracy
157,1,Natural Language Inference,V-SNLI,2018-06,V-BiMPM,86.99,100.0,86.99,1.0,86.99,0.87,Accuracy
158,1,Natural Language Inference,MultiNLI,2018-06,MQAN,72.8,100.0,72.8,1.0,72.8,0.73,Accuracy
159,1,Multimodal Sentiment Analysis,CMU-MOSEI,2018-07,Graph-MFN,76.9,93.67,76.9,0.94,82.1,0.77,Accuracy
160,1,Multimodal Sentiment Analysis,CMU-MOSEI,2020-02,Multilogue-Net,82.1,100.0,5.2,0.06,82.1,0.82,Accuracy
161,1,Question Answering,SWAG,2018-08,BERT Large,86.3,100.0,86.3,1.0,86.3,0.87,Accuracy
162,1,Query Wellformedness,Query Wellformedness,2018-08,"word-1, 2 POS-1, 2, 3",70.7,100.0,70.7,1.0,70.7,0.71,Accuracy
